实验编号,照片,时间/s,点数,参考帧点数,当前帧点数,匹配点数,参考帧缺失点数,当前帧新增点数,平均exx,平均eyy,平均exy,X向力/N,Y向力/N,边界σx/MPa,边界σy/MPa,等效应力/MPa,等效塑性应变,X虚场系数/N每MPa,Y虚场系数/N每MPa,基线X虚场系数/N每MPa,基线Y虚场系数/N每MPa,积分面积/mm2,面积比,有效三角形数,排除点数,积分方法,基线方法,逐点/基线系数差异X/%,逐点/基线系数差异Y/%,阶段1内部虚功X/N,阶段1外部虚功X/N,阶段1残差X/N,阶段1内部虚功Y/N,阶段1外部虚功Y/N,阶段1残差Y/N,阶段2模型等效应力/MPa,阶段2内部虚功X/N,阶段2残差X/N,阶段2内部虚功Y/N,阶段2残差Y/N
S18_XY_2,000003.jpg,0.050000,9312,9312,9312,9312,0,0,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0,0,0,0,627.90800238,1.00000000,18240,0,pointwise_triangle,mean_strain_rectangle,,,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,0.00000000,0.00000000,0.00000000
S18_XY_2,000004.jpg,0.070000,9312,9312,9312,9312,0,0,0.0002114685361,2.111106807e-05,-4.500458407e-05,19.04000000,19.87000000,0.76382303,0.78881661,0.77662151,0.0001178375406,0.003254424193,0.006381187211,0.002912568166,0.006430524646,627.90800238,1.00000000,18240,0,pointwise_triangle,mean_strain_rectangle,11.73727128,-0.76723811,14.15134847,19.04000000,-4.88865153,27.74758254,19.87000000,7.87758254,,0.00000000,-19.04000000,0.00000000,-19.87000000
S18_XY_2,000005.jpg,0.090000,9312,9312,9312,9312,0,0,0.000354701725,0.0002352312298,-4.619536861e-05,45.54000000,45.37000000,1.82691706,1.80113786,1.81416484,0.0001138486867,0.01097630767,0.01286979314,0.01068138584,0.01298248898,627.90800238,1.00000000,18240,0,pointwise_triangle,mean_strain_rectangle,2.76108207,-0.86806032,47.72873651,45.54000000,2.18873651,55.96225838,45.37000000,10.59225838,,0.00000000,-45.54000000,0.00000000,-45.37000000
S18_XY_2,000006.jpg,0.110100,9312,9312,9312,9312,0,0,0.0004570951109,0.000287464783,-2.028123117e-05,73.04000000,73.37000000,2.93012784,2.91270631,2.92145603,0.0001408729491,0.01392226642,0.01667718612,0.01331025275,0.01655794289,627.90800238,1.00000000,18240,0,pointwise_triangle,mean_strain_rectangle,4.59806191,0.72015731,60.53877182,73.04000000,-12.50122818,72.51810410,73.37000000,-0.85189590,,0.00000000,-73.04000000,0.00000000,-73.37000000
S18_XY_2,000007.jpg,0.130100,9312,9312,9312,9312,0,0,0.000682211182,0.0005565401553,-4.259977426e-05,102.04000000,102.37000000,4.09351376,4.06397362,4.07882392,0.0001135121354,0.02365480475,0.02598108556,0.02356378266,0.02611408205,627.90800238,1.00000000,18240,0,pointwise_triangle,mean_strain_rectangle,0.38627964,-0.50929031,102.85917425,102.04000000,0.81917425,112.97463813,102.37000000,10.60463813,,0.00000000,-102.04000000,0.00000000,-102.37000000
S18_XY_2,000008.jpg,0.150100,9312,9312,9312,9312,0,0,0.0008258104412,0.0005976696543,-3.914265312e-05,115.54000000,116.87000000,4.63508997,4.63960728,4.63735027,0.0001653721179,0.026939002,0.03097022029,0.02631877302,0.03077529089,627.90800238,1.00000000,18240,0,pointwise_triangle,mean_strain_rectangle,2.35660294,0.63339579,117.13998613,115.54000000,1.59998613,134.66910079,116.87000000,17.79910079,,0.00000000,-115.54000000,0.00000000,-116.87000000
S18_XY_2,000009.jpg,0.170100,9312,9312,9312,9312,0,0,0.00101413085,0.000843186857,-3.434949606e-05,146.04000000,146.37000000,5.85865102,5.81072403,5.83483515,0.0002133853397,0.03553447539,0.03881189231,0.03548872996,0.03899394373,627.90800238,1.00000000,18240,0,pointwise_triangle,mean_strain_rectangle,0.12890129,-0.46687103,154.51604164,146.04000000,8.47604164,168.76737034,146.37000000,22.39737034,,0.00000000,-146.04000000,0.00000000,-146.37000000
S18_XY_2,000010.jpg,0.190200,9312,9312,9312,9312,0,0,0.001136493735,0.001024843647,-8.736890532e-05,175.54000000,176.87000000,7.04209531,7.02153966,7.03184002,0.0001855025607,0.04220124344,0.04431575665,0.04208889377,0.0445773345,627.90800238,1.00000000,18240,0,pointwise_triangle,mean_strain_rectangle,0.26693422,-0.58679562,183.50542724,175.54000000,7.96542724,192.70005328,176.87000000,15.83005328,,0.00000000,-175.54000000,0.00000000,-176.87000000
S18_XY_2,000011.jpg,0.210200,9312,9312,9312,9312,0,0,0.001244998765,0.001082534733,-9.778315075e-05,206.04000000,206.37000000,8.26565637,8.19265641,8.22939922,0.000160230748,0.04543212247,0.04862098201,0.04494254164,0.04839191862,627.90800238,1.00000000,18240,0,pointwise_triangle,mean_strain_rectangle,1.08934833,0.47335049,197.55439331,206.04000000,-8.48560669,211.42064428,206.37000000,5.05064428,,0.00000000,-206.04000000,0.00000000,-206.37000000
S18_XY_2,000012.jpg,0.230200,9312,9312,9312,9312,0,0,0.001440633588,0.001294807815,-6.899086547e-05,236.54000000,236.37000000,9.48921742,9.38362260,9.43686310,0.0001325592574,0.05341891758,0.05628928791,0.05322777294,0.05645955441,627.90800238,1.00000000,18240,0,pointwise_triangle,mean_strain_rectangle,0.35910697,-0.30157253,232.28370767,236.54000000,-4.25629233,244.76505869,236.37000000,8.39505869,,0.00000000,-236.54000000,0.00000000,-236.37000000
