照片,时间/s,σx/MPa,σy/MPa,等效应力/MPa
000063.jpg,6.305900,30.31493532,30.37692756,30.34597893
000064.jpg,6.405900,30.76057621,30.82027528,30.79046915
000065.jpg,6.505900,31.15856998,31.25445029,31.20662061
000066.jpg,6.605900,31.55656374,31.68862531,31.62280134
000067.jpg,6.705900,32.00882938,32.14089095,32.07506407
000068.jpg,6.805900,32.38873252,32.53888471,32.46406905
000069.jpg,6.906000,32.82290754,32.95496910,32.88913717
000070.jpg,7.006000,33.22090130,33.35296287,33.28712856
000071.jpg,7.106000,33.60080444,33.80522851,33.70348144
000072.jpg,7.206000,34.05307008,34.23940352,34.14661810
000073.jpg,7.306000,34.45233782,34.60198044,34.52740234
000074.jpg,7.406000,34.90332949,35.08966293,34.99686824
000075.jpg,7.506000,35.30132325,35.52383795,35.41310491
000076.jpg,7.606100,35.69931701,35.92183171,35.81109284
000077.jpg,7.706100,36.11540140,36.28364422,36.19981604
000078.jpg,7.806100,36.47721392,36.69972861,36.58897872
000079.jpg,7.906100,36.85711705,37.11581300,36.98714355
000080.jpg,8.006100,37.25511082,37.51380677,37.38513009
000081.jpg,8.106100,37.63501396,37.89370990,37.76502648
000082.jpg,8.206100,38.01491710,38.29170367,38.15406336
000083.jpg,8.306200,38.37672961,38.65351618,38.51586880
000084.jpg,8.406200,38.78695365,39.04259203,38.91540258
000085.jpg,8.506200,39.22698901,39.48568496,39.35697465
000086.jpg,8.606200,39.58880153,39.82940685,39.70965089
000087.jpg,8.706200,39.91443279,40.22740061,40.07183333
000088.jpg,8.806200,40.27624530,40.58921312,40.43363765
000089.jpg,8.906200,40.63805781,40.95102564,40.79544210
000090.jpg,9.006300,40.98177970,41.27665690,41.13001109
000091.jpg,9.106300,41.34359221,41.65656004,41.50096119
000092.jpg,9.206300,41.68731410,42.03646318,41.86298065
000093.jpg,9.306300,42.03103599,42.34400381,42.18839055
000094.jpg,9.406300,42.35666725,42.70581632,42.53231662
000095.jpg,9.506300,42.69987952,43.06125891,42.88171128
000096.jpg,9.606300,43.09838290,43.46562260,43.28317122
000097.jpg,9.706400,43.42401416,43.77316324,43.59963722
000098.jpg,9.806400,43.74964542,44.11688512,43.93441642
000099.jpg,9.906400,44.07527669,44.42442576,44.25088431
000100.jpg,10.006400,44.36472670,44.75005702,44.55864146
000101.jpg,10.106400,44.70844858,45.05759766,44.88404163
000102.jpg,10.206400,44.99789859,45.36513829,45.18263779
000103.jpg,10.306400,45.30543923,45.70886018,45.50849081
000104.jpg,10.406500,45.59488924,45.99831019,45.79793234
000105.jpg,10.506500,45.88433925,46.28776020,46.08737398
000106.jpg,10.606500,46.19035108,46.59453644,46.39376426
000107.jpg,10.706500,46.53560177,46.90284147,46.72030413
000108.jpg,10.806500,46.80696116,47.17420086,46.99165726
000109.jpg,10.906500,47.07832054,47.46365087,47.27216358
000110.jpg,11.006500,47.36777055,47.73501025,47.55245396
000111.jpg,11.106500,47.60294869,47.98827901,47.79677879
000112.jpg,11.206600,47.83812682,48.24154777,48.04110770
000113.jpg,11.306600,48.10948620,48.51290715,48.31245994
000114.jpg,11.406600,48.36275496,48.74808529,48.55656684
000115.jpg,11.506600,48.59793310,49.00135405,48.80089419
000116.jpg,11.606600,48.83311123,49.21844155,49.02691210
000117.jpg,11.706600,49.08459640,49.49464210,49.29089844
000118.jpg,11.806600,49.32155812,49.68879782,49.50619956
000119.jpg,11.906700,49.55673625,49.88779470,49.72309206
000120.jpg,12.006700,49.75573314,50.08679159,49.92208565
000121.jpg,12.106700,49.93663939,50.30387909,50.12126829
000122.jpg,12.206700,50.13563627,50.48478535,50.31111945
000123.jpg,12.306700,50.31654253,50.66569161,50.49202246
000124.jpg,12.406700,50.47935816,50.81041661,50.64569891
000125.jpg,12.506700,50.66026442,50.99132287,50.82660228
000126.jpg,12.606800,50.80498942,51.13604787,50.97132499
000127.jpg,12.706800,50.96780505,51.28077288,51.12500742
000128.jpg,12.806800,51.10488612,51.42549788,51.26594391
000129.jpg,12.906800,51.25725506,51.57022289,51.41445339
000130.jpg,13.006800,51.38388944,51.67876664,51.53196080
000131.jpg,13.106800,51.52861445,51.76921977,51.64933743
000132.jpg,13.206800,51.63715820,51.89585415,51.76699097
000133.jpg,13.306900,51.70952071,51.96821665,51.83935280
000134.jpg,13.406900,51.81806446,52.07676041,51.94789554
000135.jpg,13.506900,51.90851759,52.16721353,52.03834783
000136.jpg,13.606900,51.98088009,52.22148541,52.10159942
000137.jpg,13.706900,52.05324259,52.29384791,52.17396135
000138.jpg,13.806900,52.10751447,52.36621042,52.23734287
000139.jpg,13.906900,52.23211047,52.40239167,52.31745890
000140.jpg,14.007000,52.27033010,52.49284480,52.38194191
000141.jpg,14.107000,52.32460198,52.51093542,52.41801709
000142.jpg,14.207000,52.37887385,52.58329792,52.48138449
000143.jpg,14.307000,52.45123636,52.61947918,52.53555981
000144.jpg,14.407000,52.46932698,52.61947918,52.54456398
000145.jpg,14.507000,52.50550823,52.69184168,52.59892249
000146.jpg,14.607000,52.54168948,52.72802293,52.63510357
000147.jpg,14.707100,52.61405199,52.76420418,52.68928855
000148.jpg,14.807100,52.63214261,52.80038543,52.71646538
000149.jpg,14.907100,52.66679506,52.81847606,52.74279914
000150.jpg,15.007100,52.66832386,52.85465731,52.76173736
000151.jpg,15.107100,52.74068637,52.89083856,52.81592254
000152.jpg,15.207100,52.79495824,52.92701981,52.86111275
000153.jpg,15.307100,52.81304887,52.94511044,52.87920333
000154.jpg,15.407200,52.84923012,52.98129169,52.91538450
000155.jpg,15.507200,52.88541137,52.99938231,52.94248885
000156.jpg,15.607200,52.92159262,53.01747294,52.96959786
000157.jpg,15.707200,52.93968325,53.05365419,52.99676063
000158.jpg,15.807200,52.97586450,53.07174482,53.02386967
000159.jpg,15.907200,52.99395513,53.10792607,53.05103241
000160.jpg,16.007200,53.02580483,53.13034824,53.07815375
000161.jpg,16.107300,53.04822700,53.16219794,53.10530420
000162.jpg,16.207300,53.06631763,53.19837920,53.13247150
000163.jpg,16.307300,53.13868013,53.23456045,53.18668511
000164.jpg,16.407300,53.19295201,53.27074170,53.23188948
000165.jpg,16.507300,53.22913326,53.30692295,53.26807070
000166.jpg,16.607300,53.26531451,53.34310420,53.30425193
000167.jpg,16.707300,53.30149576,53.39737608,53.34950054
000168.jpg,16.807400,53.35576764,53.43355733,53.39470498
000169.jpg,16.907400,53.39194889,53.45164795,53.42182344
000170.jpg,17.007400,53.41003952,53.50591983,53.45804416
000171.jpg,17.107400,53.44622077,53.57828233,53.51237377
000172.jpg,17.207400,53.50049264,53.57828233,53.53942987
000173.jpg,17.307400,53.57285515,53.61446359,53.59367148
000174.jpg,17.407400,53.60903640,53.68682609,53.64797354
000175.jpg,17.507500,53.64521765,53.72300734,53.68415476
000176.jpg,17.607500,53.71758015,53.75918859,53.73839645
000177.jpg,17.707500,53.75376140,53.81346047,53.78363578
000178.jpg,17.807500,53.80803328,53.84964172,53.82884956
000179.jpg,17.907500,53.86230516,53.92200422,53.89217949
000180.jpg,18.007500,53.91657703,53.97627610,53.94645134
000181.jpg,18.107500,53.97084891,53.99436672,53.98261166
000182.jpg,18.207500,53.99709305,54.04863860,54.02288427
000183.jpg,18.307600,54.04321141,54.12100110,54.08214822
000184.jpg,18.407600,54.09748329,54.15718235,54.12735751
000185.jpg,18.507600,54.18793642,54.21145423,54.19969915
000186.jpg,18.607600,54.22411767,54.26572611,54.24493386
000187.jpg,18.707600,54.27838955,54.31999799,54.29920572
000188.jpg,18.807600,54.35075205,54.39236049,54.37156821
000189.jpg,18.907600,54.40502393,54.42854174,54.41678664
000190.jpg,19.007700,54.47738643,54.46472299,54.47105581
000191.jpg,19.107700,54.49547705,54.50090424,54.49819085
000192.jpg,19.207700,54.56783956,54.57326674,54.57055335
000193.jpg,19.307700,54.61472232,54.63288936,54.62380810
000194.jpg,19.407700,54.65829268,54.69990112,54.67910878
000195.jpg,19.507700,54.71256456,54.73608238,54.72432726
000196.jpg,19.607700,54.76683644,54.77226363,54.76955023
000197.jpg,19.707800,54.83919894,54.84462613,54.84191274
000198.jpg,19.807800,54.87538019,54.89889801,54.88714288
000199.jpg,19.907800,54.94774270,54.95316988,54.95045649
000200.jpg,20.007800,55.00201457,54.98935113,54.99568395
000201.jpg,20.107800,55.09246770,55.06171364,55.07709711
000202.jpg,20.207800,55.11055833,55.11598551,55.11327212
000203.jpg,20.307800,55.14673958,55.17025739,55.15850224
000204.jpg,20.407900,55.18801678,55.20898663,55.19850469
000205.jpg,20.507900,55.25528333,55.26071052,55.25799712
000206.jpg,20.607900,55.32764583,55.29689177,55.31227521
000207.jpg,20.707900,55.36382708,55.35116365,55.35749645
000208.jpg,20.807900,55.40000834,55.40543552,55.40272213
000209.jpg,20.907900,55.47237084,55.45970740,55.46604020
000210.jpg,21.007900,55.52664272,55.49588865,55.51127207
000211.jpg,21.108000,55.56282397,55.55016053,55.55649333
000212.jpg,21.208000,55.63518647,55.60443241,55.61981581
000213.jpg,21.308000,55.67136772,55.65870428,55.66503708
000214.jpg,21.408000,55.72563960,55.69488553,55.71026893
000215.jpg,21.508000,55.72563960,55.74915741,55.73740223
000216.jpg,21.608000,55.79800210,55.80342929,55.80071589
000217.jpg,21.708000,55.83418335,55.85770116,55.84594597
000218.jpg,21.808100,55.90654585,55.89388242,55.90021521
000219.jpg,21.908100,55.94272711,55.93006367,55.93639646
000220.jpg,22.008100,55.99699898,55.96624492,55.98162829
000221.jpg,22.108100,56.03318023,56.03860742,56.03589402
000222.jpg,22.208100,56.08745211,56.11096992,56.09921471
000223.jpg,22.308100,56.15981461,56.12906055,56.14444390
000224.jpg,22.408100,56.17280929,56.16524180,56.16902593
000225.jpg,22.508200,56.19599586,56.21951368,56.20775846
000226.jpg,22.608200,56.25026774,56.27378555,56.26203033
000227.jpg,22.708200,56.30453962,56.30996681,56.30725341
000228.jpg,22.808200,56.34072087,56.36423868,56.35248346
000229.jpg,22.908200,56.39499275,56.41851056,56.40675533
000230.jpg,23.008200,56.44926462,56.43660119,56.44293397
000231.jpg,23.108200,56.48544587,56.49087306,56.48815966
000232.jpg,23.208300,56.53971775,56.50896369,56.52434699
000233.jpg,23.308300,56.57589900,56.58132619,56.57861279
000234.jpg,23.408300,56.63017088,56.63559807,56.63288467
000235.jpg,23.508300,56.67909202,56.65368869,56.66639463
000236.jpg,23.608300,56.70253338,56.68986994,56.69620272
000237.jpg,23.708300,56.73871463,56.74414182,56.74142842
000238.jpg,23.808300,56.79298651,56.78032307,56.78665585
000239.jpg,23.908400,56.82916776,56.83459495,56.83188155
000240.jpg,24.008400,56.84725839,56.83459495,56.84092773
000241.jpg,24.108400,56.90153026,56.90695745,56.90424405
000242.jpg,24.208400,56.95580214,56.92504808,56.94043134
000243.jpg,24.308400,57.01007402,56.97931995,56.99470321
000244.jpg,24.408400,57.02816464,57.01550121,57.02183398
000245.jpg,24.508400,57.06434590,57.06977308,57.06705968
000246.jpg,24.608500,57.11861777,57.06977308,57.09421110
000247.jpg,24.708500,57.19098027,57.10595433,57.14851474
000248.jpg,24.808500,57.19098027,57.14213559,57.16657358
000249.jpg,24.908500,57.22716153,57.17831684,57.20275482
000250.jpg,25.008500,57.26334278,57.23258871,57.24797194
000251.jpg,25.108500,57.29952403,57.25067934,57.27511730
000252.jpg,25.208500,57.33570528,57.26876996,57.30226694
000253.jpg,25.308500,57.38997716,57.30495122,57.34751146
000254.jpg,25.408600,57.40806778,57.35922309,57.38366103
000255.jpg,25.508600,57.46233966,57.37731372,57.41987390
000256.jpg,25.608600,57.49852091,57.37731372,57.43801323
000257.jpg,25.708600,57.53470216,57.42445127,57.47965602
000258.jpg,25.808600,57.57088341,57.46776685,57.51939445
000259.jpg,25.908600,57.60706466,57.50394810,57.55557566
000260.jpg,26.008600,57.64324592,57.50394810,57.57372339
000261.jpg,26.108700,57.64324592,57.54012935,57.59175687
000262.jpg,26.208700,57.69751779,57.57631060,57.63700978
000263.jpg,26.308700,57.69751779,57.59440123,57.64602868
000264.jpg,26.408700,57.73369904,57.63058248,57.68220989
000265.jpg,26.508700,57.76988030,57.63058248,57.70035749
000266.jpg,26.608700,57.76988030,57.66676373,57.71839110
000267.jpg,26.708700,57.82415217,57.70294498,57.76364395
000268.jpg,26.808800,57.87409250,57.73912623,57.80672754
000269.jpg,26.908800,57.89651467,57.73912623,57.81798112
000270.jpg,27.008800,57.89651467,57.75721686,57.82699160
000271.jpg,27.108800,57.93269593,57.77530748,57.85416227
000272.jpg,27.208800,57.96887718,57.81148873,57.89034342
000273.jpg,27.308800,57.96887718,57.82957936,57.89935394
000274.jpg,27.408800,57.98696780,57.86576061,57.92645931
000275.jpg,27.508900,57.98696780,57.88385124,57.93547834
000276.jpg,27.608900,58.02314905,57.92003249,57.97165955
000277.jpg,27.708900,58.05933031,57.92003249,57.98980687
000278.jpg,27.808900,58.09551156,57.92003249,58.00797109
000279.jpg,27.908900,58.11360218,57.97277556,58.04331700
000280.jpg,28.008900,58.14978343,57.99239499,58.07124917
000281.jpg,28.108900,58.16787406,57.97430436,58.07133117
000282.jpg,28.209000,58.16787406,57.99239499,58.08033334
000283.jpg,28.309000,58.14978343,58.02857624,58.08927468
000284.jpg,28.409000,58.18596468,58.01048562,58.09842391
