实验编号,照片,时间/s,点数,参考帧点数,当前帧点数,匹配点数,参考帧缺失点数,当前帧新增点数,平均exx,平均eyy,平均exy,X向力/N,Y向力/N,边界σx/MPa,边界σy/MPa,等效应力/MPa,等效塑性应变,X虚场系数/N每MPa,Y虚场系数/N每MPa,基线X虚场系数/N每MPa,基线Y虚场系数/N每MPa,积分面积/mm2,面积比,有效三角形数,排除点数,积分方法,基线方法,逐点/基线系数差异X/%,逐点/基线系数差异Y/%,阶段1内部虚功X/N,阶段1外部虚功X/N,阶段1残差X/N,阶段1内部虚功Y/N,阶段1外部虚功Y/N,阶段1残差Y/N,阶段2模型等效应力/MPa,阶段2内部虚功X/N,阶段2残差X/N,阶段2内部虚功Y/N,阶段2残差Y/N
S15_XY_0.2,000001.jpg,0.105000,100489,100489,100489,100489,0,0,0,0,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0,0,0,0,763.89353661,1.00000000,199712,0,pointwise_triangle,mean_strain_rectangle,,,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,0.00000000,0.00000000,0.00000000,0.00000000
S15_XY_0.2,000002.jpg,0.205000,100489,100489,100489,100489,0,0,-0.0001284675609,-0.0001847552215,-3.845380837e-05,17.18000000,17.83000000,0.62159390,0.64511171,0.63368020,0.0005487649839,-0.007427586594,-0.006065401764,-0.007491351364,-0.006359923373,763.89353661,1.00000000,199712,0,pointwise_triangle,mean_strain_rectangle,-0.85117846,-4.63089870,-25.22934073,17.18000000,-42.40934073,-20.60239700,17.83000000,-38.43239700,,0.00000000,-17.18000000,0.00000000,-17.83000000
S15_XY_0.2,000003.jpg,0.305000,100489,100489,100489,100489,0,0,-0.0001176617906,-0.000126419954,1.931772337e-05,30.68000000,31.33000000,1.11004079,1.13355860,1.12198457,0.0006572866065,-0.005170330619,-0.004924652883,-0.005484889974,-0.00530884373,763.89353661,1.00000000,199712,0,pointwise_triangle,mean_strain_rectangle,-5.73501667,-7.23680837,-17.56210193,30.68000000,-48.24210193,-16.72760647,31.33000000,-48.05760647,,0.00000000,-30.68000000,0.00000000,-31.33000000
S15_XY_0.2,000004.jpg,0.405000,100489,100489,100489,100489,0,0,-0.0001956742317,-0.0001599357138,1.141054402e-05,44.68000000,44.33000000,1.61657831,1.60391487,1.61028393,0.0009484423991,-0.00755472387,-0.007830874738,-0.007503668949,-0.008222042373,763.89353661,1.00000000,199712,0,pointwise_triangle,mean_strain_rectangle,0.68039943,-4.75754827,-25.66118889,44.68000000,-70.34118889,-26.59919268,44.33000000,-70.92919268,,0.00000000,-44.68000000,0.00000000,-44.33000000
S15_XY_0.2,000005.jpg,0.505100,100489,100489,100489,100489,0,0,-0.0001827271404,-0.0001554917226,4.749934386e-05,58.68000000,59.33000000,2.12311583,2.14663364,2.13497188,0.00112539768,-0.006888240731,-0.007262062277,-0.007204596105,-0.007752050267,763.89353661,1.00000000,199712,0,pointwise_triangle,mean_strain_rectangle,-4.39102163,-6.32075351,-23.39734047,58.68000000,-82.07734047,-24.66710300,59.33000000,-83.99710300,35.59892966,978.44154767,919.76154767,989.27977204,929.94977204
S15_XY_0.2,000006.jpg,0.605100,100489,100489,100489,100489,0,0,-0.0002157728534,-0.0001407042611,9.532089306e-06,73.68000000,73.33000000,2.66583459,2.65317116,2.65952549,0.001335839074,-0.006968720277,-0.008198217659,-0.007127559511,-0.008636499581,763.89353661,1.00000000,199712,0,pointwise_triangle,mean_strain_rectangle,-2.22852203,-5.07476343,-23.67070596,73.68000000,-97.35070596,-27.84694921,73.33000000,-101.17694921,35.63320291,987.18903170,913.50903170,982.49961583,909.16961583
S15_XY_0.2,000007.jpg,0.705100,100487,100489,100487,100487,2,0,-0.0001072204905,-0.0001497046828,7.126669244e-06,87.18000000,86.83000000,3.15428149,3.14161805,3.14796887,0.001415672212,-0.005664403044,-0.004706466956,-0.006107830106,-0.005253863113,763.84763690,0.99993991,199700,0,pointwise_triangle,mean_strain_rectangle,-7.25997702,-10.41892690,-19.24032155,87.18000000,-106.42032155,-15.98649264,86.83000000,-102.81649264,35.64620482,987.18769596,900.00769596,983.22445103,896.39445103
S15_XY_0.2,000008.jpg,0.805100,100489,100489,100489,100489,0,0,-5.46315562e-05,-2.885635314e-05,5.52001519e-05,101.68000000,101.83000000,3.67890963,3.68433682,3.68162622,0.00143983997,-0.001421947415,-0.001571765,-0.001586941422,-0.002105044074,763.89353661,1.00000000,199712,0,pointwise_triangle,mean_strain_rectangle,-10.39698154,-25.33339231,-4.82993976,101.68000000,-106.50993976,-5.33882631,101.83000000,-107.16882631,35.65014087,984.59379177,882.91379177,986.04628065,884.21628065
S15_XY_0.2,000009.jpg,0.905100,100489,100489,100489,100489,0,0,0.0001041682104,-1.473842344e-05,-4.284648028e-05,116.79267600,116.49901400,4.22570516,4.21508010,4.22040266,0.001466251506,0.001099177564,0.00360934429,0.0007823127342,0.003172433275,763.89353661,1.00000000,199712,0,pointwise_triangle,mean_strain_rectangle,40.50360115,13.77211046,3.73358492,116.79267600,-113.05909108,12.25988761,116.49901400,-104.23912639,35.65444235,986.67782895,869.88515295,984.19693893,867.69792493
S15_XY_0.2,000010.jpg,1.005100,100489,100489,100489,100489,0,0,0.0001332597376,8.289545655e-05,3.853494133e-05,132.18000000,132.83000000,4.78243779,4.80595561,4.79423996,0.001548944346,0.004839702044,0.005985203526,0.0042732041,0.005285567321,763.89353661,1.00000000,199712,0,pointwise_triangle,mean_strain_rectangle,13.25698308,13.23672868,16.43905330,132.18000000,-115.74094670,20.32998702,132.83000000,-112.50001298,35.66791001,983.38514162,851.20514162,988.22097414,855.39097414
S15_XY_0.2,000011.jpg,1.105100,100489,100489,100489,100489,0,0,0.0002903789006,0.000181911067,6.572225701e-05,146.68000000,145.83000000,5.30706594,5.27631187,5.29175593,0.00147866936,0.009609134435,0.01186983946,0.009352609805,0.01153290193,763.89353661,1.00000000,199712,0,pointwise_triangle,mean_strain_rectangle,2.74281335,2.92153296,32.63942112,146.68000000,-114.04057888,40.31837533,145.83000000,-105.51162467,35.65646477,988.34683989,841.66683989,982.61944138,836.78944138
S15_XY_0.2,000012.jpg,1.205200,100487,100489,100487,100487,2,0,0.0004185378332,0.0002670474645,7.805291724e-06,159.68000000,160.83000000,5.77742220,5.81903064,5.79833839,0.001450294769,0.01413208987,0.01725640148,0.01363636729,0.01668144753,763.84763690,0.99993991,199700,0,pointwise_triangle,mean_strain_rectangle,3.63529798,3.44666699,48.00257876,159.68000000,-111.67742124,58.61495212,160.83000000,-102.21504788,35.65184358,981.81340890,822.13340890,988.88433463,828.05433463
