照片,时间/s,X向力/N,Y向力/N,DIC导出文件,DIC数据来源,合并文件,点数,DAT原始点数,排除无效点数,状态
000105.jpg,2.0924,1494.040000,1495.370000,_matchid_export\S18_XY_2\000105.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S18_XY_2\merged\000105_DIC全场—力.csv,9312,9314,2,READY
000106.jpg,2.1125,1495.540000,1496.370000,_matchid_export\S18_XY_2\000106.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S18_XY_2\merged\000106_DIC全场—力.csv,9312,9314,2,READY
000107.jpg,2.1325,1497.040000,1498.370000,_matchid_export\S18_XY_2\000107.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S18_XY_2\merged\000107_DIC全场—力.csv,9312,9314,2,READY
000108.jpg,2.1525,1497.540000,1499.370000,_matchid_export\S18_XY_2\000108.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S18_XY_2\merged\000108_DIC全场—力.csv,9312,9314,2,READY
000109.jpg,2.1725,1499.540000,1501.370000,_matchid_export\S18_XY_2\000109.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S18_XY_2\merged\000109_DIC全场—力.csv,9312,9314,2,READY
000110.jpg,2.1926,1500.540000,1502.370000,_matchid_export\S18_XY_2\000110.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S18_XY_2\merged\000110_DIC全场—力.csv,9312,9314,2,READY
000111.jpg,2.2126,1501.540000,1504.370000,_matchid_export\S18_XY_2\000111.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S18_XY_2\merged\000111_DIC全场—力.csv,9312,9314,2,READY
000112.jpg,2.2326,1502.040000,1505.370000,_matchid_export\S18_XY_2\000112.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S18_XY_2\merged\000112_DIC全场—力.csv,9312,9314,2,READY
000113.jpg,2.2526,1502.860000,1506.510000,_matchid_export\S18_XY_2\000113.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S18_XY_2\merged\000113_DIC全场—力.csv,9312,9314,2,READY
000114.jpg,2.2727,1504.040000,1507.870000,_matchid_export\S18_XY_2\000114.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S18_XY_2\merged\000114_DIC全场—力.csv,9312,9314,2,READY
000115.jpg,2.2927,1505.540000,1508.870000,_matchid_export\S18_XY_2\000115.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S18_XY_2\merged\000115_DIC全场—力.csv,9312,9314,2,READY
000116.jpg,2.3127,1506.540000,1510.870000,_matchid_export\S18_XY_2\000116.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S18_XY_2\merged\000116_DIC全场—力.csv,9312,9314,2,READY
000117.jpg,2.3327,1507.040000,1512.370000,_matchid_export\S18_XY_2\000117.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S18_XY_2\merged\000117_DIC全场—力.csv,9312,9314,2,READY
000118.jpg,2.3528,1507.540000,1513.370000,_matchid_export\S18_XY_2\000118.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S18_XY_2\merged\000118_DIC全场—力.csv,9312,9314,2,READY
000119.jpg,2.3728,1508.040000,1513.870000,_matchid_export\S18_XY_2\000119.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S18_XY_2\merged\000119_DIC全场—力.csv,9312,9314,2,READY
000120.jpg,2.3928,1509.040000,1514.870000,_matchid_export\S18_XY_2\000120.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S18_XY_2\merged\000120_DIC全场—力.csv,9312,9314,2,READY
000121.jpg,2.4128,1510.540000,1515.870000,_matchid_export\S18_XY_2\000121.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S18_XY_2\merged\000121_DIC全场—力.csv,9312,9314,2,READY
000122.jpg,2.4329,1511.040000,1516.870000,_matchid_export\S18_XY_2\000122.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S18_XY_2\merged\000122_DIC全场—力.csv,9312,9314,2,READY
000123.jpg,2.4529,1511.540000,1517.370000,_matchid_export\S18_XY_2\000123.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S18_XY_2\merged\000123_DIC全场—力.csv,9312,9314,2,READY
000124.jpg,2.4729,1511.540000,1518.274000,_matchid_export\S18_XY_2\000124.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S18_XY_2\merged\000124_DIC全场—力.csv,9312,9314,2,READY
000125.jpg,2.4929,1512.540000,1518.370000,_matchid_export\S18_XY_2\000125.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S18_XY_2\merged\000125_DIC全场—力.csv,9312,9314,2,READY
000126.jpg,2.5130,1383.040000,1380.870000,_matchid_export\S18_XY_2\000126.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S18_XY_2\merged\000126_DIC全场—力.csv,9312,9314,2,READY
000127.jpg,2.5330,783.040000,758.370000,_matchid_export\S18_XY_2\000127.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S18_XY_2\merged\000127_DIC全场—力.csv,9312,9314,2,READY
000128.jpg,2.5530,168.540000,140.870000,_matchid_export\S18_XY_2\000128.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S18_XY_2\merged\000128_DIC全场—力.csv,9312,9314,2,READY
