照片,时间/s,X向力/N,Y向力/N,DIC导出文件,DIC数据来源,合并文件,点数,DAT原始点数,排除无效点数,状态
000020.jpg,0.1006,425.950000,0.000000,_matchid_export\S21_X_20\000020.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S21_X_20\merged\000020_DIC全场—力.csv,7769,7771,2,READY
000021.jpg,0.1056,519.950000,0.000000,_matchid_export\S21_X_20\000021.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S21_X_20\merged\000021_DIC全场—力.csv,7769,7771,2,READY
000022.jpg,0.1107,519.950000,0.000000,_matchid_export\S21_X_20\000022.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S21_X_20\merged\000022_DIC全场—力.csv,7769,7771,2,READY
000023.jpg,0.1157,584.207143,0.000000,_matchid_export\S21_X_20\000023.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S21_X_20\merged\000023_DIC全场—力.csv,7769,7771,2,READY
000024.jpg,0.1208,606.450000,0.000000,_matchid_export\S21_X_20\000024.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S21_X_20\merged\000024_DIC全场—力.csv,7769,7771,2,READY
000025.jpg,0.1259,606.450000,0.000000,_matchid_export\S21_X_20\000025.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S21_X_20\merged\000025_DIC全场—力.csv,7769,7771,2,READY
000026.jpg,0.1309,690.950000,0.000000,_matchid_export\S21_X_20\000026.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S21_X_20\merged\000026_DIC全场—力.csv,7769,7771,2,READY
000027.jpg,0.1360,690.950000,0.000000,_matchid_export\S21_X_20\000027.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S21_X_20\merged\000027_DIC全场—力.csv,7769,7771,2,READY
000028.jpg,0.1410,768.950000,0.000000,_matchid_export\S21_X_20\000028.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S21_X_20\merged\000028_DIC全场—力.csv,7769,7771,2,READY
000029.jpg,0.1461,768.950000,0.000000,_matchid_export\S21_X_20\000029.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S21_X_20\merged\000029_DIC全场—力.csv,7769,7771,2,READY
000030.jpg,0.1511,842.450000,0.000000,_matchid_export\S21_X_20\000030.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S21_X_20\merged\000030_DIC全场—力.csv,7769,7771,2,READY
000031.jpg,0.1562,842.450000,0.000000,_matchid_export\S21_X_20\000031.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S21_X_20\merged\000031_DIC全场—力.csv,7768,7770,2,READY
000032.jpg,0.1613,909.450000,0.000000,_matchid_export\S21_X_20\000032.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S21_X_20\merged\000032_DIC全场—力.csv,7769,7771,2,READY
000033.jpg,0.1663,909.450000,0.000000,_matchid_export\S21_X_20\000033.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S21_X_20\merged\000033_DIC全场—力.csv,7769,7771,2,READY
000034.jpg,0.1714,928.950000,0.000000,_matchid_export\S21_X_20\000034.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S21_X_20\merged\000034_DIC全场—力.csv,7769,7771,2,READY
000035.jpg,0.1764,928.950000,0.000000,_matchid_export\S21_X_20\000035.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S21_X_20\merged\000035_DIC全场—力.csv,7769,7771,2,READY
000036.jpg,0.1815,882.807143,0.000000,_matchid_export\S21_X_20\000036.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S21_X_20\merged\000036_DIC全场—力.csv,7767,7769,2,READY
000037.jpg,0.1865,833.950000,0.000000,_matchid_export\S21_X_20\000037.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S21_X_20\merged\000037_DIC全场—力.csv,7769,7771,2,READY
000038.jpg,0.1916,833.950000,0.000000,_matchid_export\S21_X_20\000038.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S21_X_20\merged\000038_DIC全场—力.csv,7767,7769,2,READY
000039.jpg,0.1967,648.950000,0.000000,_matchid_export\S21_X_20\000039.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S21_X_20\merged\000039_DIC全场—力.csv,7769,7771,2,READY
000040.jpg,0.2017,648.950000,0.000000,_matchid_export\S21_X_20\000040.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S21_X_20\merged\000040_DIC全场—力.csv,7769,7771,2,READY
000041.jpg,0.2068,416.950000,0.000000,_matchid_export\S21_X_20\000041.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S21_X_20\merged\000041_DIC全场—力.csv,7766,7768,2,READY
000042.jpg,0.2118,416.950000,0.000000,_matchid_export\S21_X_20\000042.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S21_X_20\merged\000042_DIC全场—力.csv,7769,7771,2,READY
000043.jpg,0.2169,195.950000,0.000000,_matchid_export\S21_X_20\000043.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S21_X_20\merged\000043_DIC全场—力.csv,7768,7770,2,READY
000044.jpg,0.2219,195.950000,0.000000,_matchid_export\S21_X_20\000044.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S21_X_20\merged\000044_DIC全场—力.csv,7769,7771,2,READY
000045.jpg,0.2270,51.450000,0.000000,_matchid_export\S21_X_20\000045.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S21_X_20\merged\000045_DIC全场—力.csv,7769,7771,2,READY
