照片,时间/s,X向力/N,Y向力/N,DIC导出文件,合并文件,点数,状态
000185.jpg,18.5969,1542.320000,1519.760000,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000185.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000185_DIC全场—力.csv,10098,READY
000186.jpg,18.6974,1543.320000,1520.760000,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000186.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000186_DIC全场—力.csv,10098,READY
000187.jpg,18.7979,1545.320000,1523.760000,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000187.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000187_DIC全场—力.csv,10098,READY
000188.jpg,18.8984,1545.820000,1523.760000,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000188.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000188_DIC全场—力.csv,10098,READY
000189.jpg,18.9989,1547.820000,1525.260000,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000189.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000189_DIC全场—力.csv,10098,READY
000190.jpg,19.0995,1550.046562,1527.986562,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000190.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000190_DIC全场—力.csv,10098,READY
000191.jpg,19.2000,1551.820000,1529.260000,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000191.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000191_DIC全场—力.csv,10098,READY
000192.jpg,19.3005,1553.320000,1530.260000,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000192.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000192_DIC全场—力.csv,10098,READY
000193.jpg,19.4010,1554.320000,1532.260000,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000193.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000193_DIC全场—力.csv,10098,READY
000194.jpg,19.5015,1556.320000,1534.260000,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000194.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000194_DIC全场—力.csv,10098,READY
000195.jpg,19.6020,1557.820000,1535.760000,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000195.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000195_DIC全场—力.csv,10098,READY
000196.jpg,19.7025,1559.820000,1536.760000,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000196.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000196_DIC全场—力.csv,10098,READY
000197.jpg,19.8031,1560.851250,1537.760000,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000197.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000197_DIC全场—力.csv,10098,READY
000198.jpg,19.9036,1562.820000,1539.760000,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000198.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000198_DIC全场—力.csv,10098,READY
000199.jpg,20.0041,1564.820000,1542.260000,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000199.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000199_DIC全场—力.csv,10098,READY
000200.jpg,20.1046,1566.320000,1542.760000,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000200.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000200_DIC全场—力.csv,10098,READY
000201.jpg,20.2051,1567.320000,1544.260000,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000201.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000201_DIC全场—力.csv,10098,READY
000202.jpg,20.3056,1569.320000,1546.260000,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000202.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000202_DIC全场—力.csv,10098,READY
000203.jpg,20.4062,1570.320000,1548.260000,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000203.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000203_DIC全场—力.csv,10098,READY
000204.jpg,20.5067,1571.320000,1549.260000,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000204.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000204_DIC全场—力.csv,10098,READY
000205.jpg,20.6072,1572.820000,1550.760000,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000205.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000205_DIC全场—力.csv,10098,READY
000206.jpg,20.7077,1573.820000,1551.760000,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000206.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000206_DIC全场—力.csv,10098,READY
000207.jpg,20.8082,1576.320000,1554.260000,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000207.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000207_DIC全场—力.csv,10098,READY
000208.jpg,20.9087,1577.320000,1555.260000,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000208.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000208_DIC全场—力.csv,10098,READY
000209.jpg,21.0092,1579.320000,1555.760000,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000209.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000209_DIC全场—力.csv,10098,READY
000210.jpg,21.1098,1579.820000,1557.260000,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000210.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000210_DIC全场—力.csv,10098,READY
000211.jpg,21.2103,1581.820000,1559.760000,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000211.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000211_DIC全场—力.csv,10098,READY
000212.jpg,21.3108,1583.023125,1561.260000,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000212.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000212_DIC全场—力.csv,10098,READY
000213.jpg,21.4113,1584.320000,1562.260000,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000213.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000213_DIC全场—力.csv,10098,READY
000214.jpg,21.5118,1585.320000,1563.760000,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000214.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000214_DIC全场—力.csv,10098,READY
000215.jpg,21.6123,1586.820000,1565.260000,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000215.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000215_DIC全场—力.csv,10098,READY
000216.jpg,21.7129,1587.820000,1567.260000,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000216.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000216_DIC全场—力.csv,10098,READY
000217.jpg,21.8134,1589.820000,1568.260000,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000217.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000217_DIC全场—力.csv,10098,READY
000218.jpg,21.9139,1590.820000,1569.260000,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000218.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000218_DIC全场—力.csv,10098,READY
000219.jpg,22.0144,1592.023125,1571.260000,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000219.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000219_DIC全场—力.csv,10098,READY
000220.jpg,22.1149,1593.820000,1573.260000,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000220.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000220_DIC全场—力.csv,10098,READY
000221.jpg,22.2154,1595.820000,1573.760000,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000221.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000221_DIC全场—力.csv,10098,READY
000222.jpg,22.3160,1595.820000,1575.260000,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000222.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000222_DIC全场—力.csv,10098,READY
000223.jpg,22.4165,1597.320000,1576.760000,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000223.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000223_DIC全场—力.csv,10098,READY
000224.jpg,22.5170,1598.320000,1577.260000,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000224.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000224_DIC全场—力.csv,10098,READY
000225.jpg,22.6175,1599.820000,1579.260000,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000225.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000225_DIC全场—力.csv,10098,READY
000226.jpg,22.7180,1600.335625,1580.260000,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000226.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000226_DIC全场—力.csv,10098,READY
000227.jpg,22.8185,1602.820000,1581.760000,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000227.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000227_DIC全场—力.csv,10098,READY
000228.jpg,22.9190,1604.320000,1583.760000,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000228.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000228_DIC全场—力.csv,10098,READY
000229.jpg,23.0196,1606.320000,1584.760000,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000229.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000229_DIC全场—力.csv,10098,READY
000230.jpg,23.1201,1606.820000,1585.260000,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000230.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000230_DIC全场—力.csv,10098,READY
000231.jpg,23.2206,1607.820000,1586.760000,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000231.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000231_DIC全场—力.csv,10098,READY
000232.jpg,23.3211,1609.320000,1588.760000,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000232.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000232_DIC全场—力.csv,10098,READY
000233.jpg,23.4216,1609.820000,1589.760000,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000233.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000233_DIC全场—力.csv,10098,READY
000234.jpg,23.5221,1611.320000,1590.260000,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000234.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000234_DIC全场—力.csv,10098,READY
000235.jpg,23.6227,1612.820000,1591.760000,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000235.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000235_DIC全场—力.csv,10098,READY
000236.jpg,23.7232,1613.820000,1592.760000,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000236.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000236_DIC全场—力.csv,10098,READY
000237.jpg,23.8237,1615.320000,1594.760000,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000237.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000237_DIC全场—力.csv,10098,READY
000238.jpg,23.9242,1616.320000,1595.760000,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000238.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000238_DIC全场—力.csv,10098,READY
000239.jpg,24.0247,1617.320000,1596.260000,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000239.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000239_DIC全场—力.csv,10098,READY
000240.jpg,24.1252,1618.820000,1597.760000,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000240.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000240_DIC全场—力.csv,10098,READY
000241.jpg,24.2258,1618.945000,1599.385000,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000241.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000241_DIC全场—力.csv,10098,READY
000242.jpg,24.3263,1619.820000,1599.760000,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000242.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000242_DIC全场—力.csv,10098,READY
000243.jpg,24.4268,1621.320000,1600.760000,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000243.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000243_DIC全场—力.csv,10098,READY
000244.jpg,24.5273,1621.820000,1602.760000,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000244.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000244_DIC全场—力.csv,10098,READY
000245.jpg,24.6278,1623.320000,1603.260000,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000245.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000245_DIC全场—力.csv,10098,READY
000246.jpg,24.7283,1624.320000,1603.760000,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000246.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000246_DIC全场—力.csv,10098,READY
000247.jpg,24.8288,1625.320000,1604.760000,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000247.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000247_DIC全场—力.csv,10098,READY
000248.jpg,24.9294,1626.460625,1606.260000,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000248.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000248_DIC全场—力.csv,10098,READY
000249.jpg,25.0299,1627.320000,1607.760000,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000249.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000249_DIC全场—力.csv,10098,READY
000250.jpg,25.1304,1627.320000,1607.760000,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000250.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000250_DIC全场—力.csv,10098,READY
000251.jpg,25.2309,1628.820000,1608.760000,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000251.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000251_DIC全场—力.csv,10098,READY
000252.jpg,25.3314,1629.320000,1609.760000,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000252.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000252_DIC全场—力.csv,10098,READY
000253.jpg,25.4319,1629.820000,1610.760000,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000253.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000253_DIC全场—力.csv,10098,READY
000254.jpg,25.5325,1630.820000,1611.260000,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000254.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000254_DIC全场—力.csv,10098,READY
000255.jpg,25.6330,1631.320000,1612.260000,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000255.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000255_DIC全场—力.csv,10098,READY
000256.jpg,25.7335,1632.320000,1613.260000,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000256.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000256_DIC全场—力.csv,10098,READY
000257.jpg,25.8340,152.320000,126.260000,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000257.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000257_DIC全场—力.csv,10098,READY
