照片,时间/s,X向力/N,Y向力/N,DIC导出文件,合并文件,点数,状态
000104.jpg,10.5126,981.600000,0.000000,D:\2026.9.21_finally\_matchid_export\S19_X_0.2\000104.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S19_X_0.2\merged\000104_DIC全场—力.csv,9144,READY
000105.jpg,10.6140,989.100000,0.000000,D:\2026.9.21_finally\_matchid_export\S19_X_0.2\000105.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S19_X_0.2\merged\000105_DIC全场—力.csv,9144,READY
000106.jpg,10.7154,996.600000,0.000000,D:\2026.9.21_finally\_matchid_export\S19_X_0.2\000106.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S19_X_0.2\merged\000106_DIC全场—力.csv,9144,READY
000107.jpg,10.8168,1004.100000,0.000000,D:\2026.9.21_finally\_matchid_export\S19_X_0.2\000107.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S19_X_0.2\merged\000107_DIC全场—力.csv,9144,READY
000108.jpg,10.9182,1011.600000,0.000000,D:\2026.9.21_finally\_matchid_export\S19_X_0.2\000108.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S19_X_0.2\merged\000108_DIC全场—力.csv,9144,READY
000109.jpg,11.0197,1019.100000,0.000000,D:\2026.9.21_finally\_matchid_export\S19_X_0.2\000109.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S19_X_0.2\merged\000109_DIC全场—力.csv,9144,READY
000110.jpg,11.1211,1029.100000,0.000000,D:\2026.9.21_finally\_matchid_export\S19_X_0.2\000110.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S19_X_0.2\merged\000110_DIC全场—力.csv,9144,READY
000111.jpg,11.2225,1035.600000,0.000000,D:\2026.9.21_finally\_matchid_export\S19_X_0.2\000111.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S19_X_0.2\merged\000111_DIC全场—力.csv,9144,READY
000112.jpg,11.3239,1043.100000,0.000000,D:\2026.9.21_finally\_matchid_export\S19_X_0.2\000112.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S19_X_0.2\merged\000112_DIC全场—力.csv,9144,READY
000113.jpg,11.4253,1050.100000,0.000000,D:\2026.9.21_finally\_matchid_export\S19_X_0.2\000113.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S19_X_0.2\merged\000113_DIC全场—力.csv,9144,READY
000114.jpg,11.5267,1057.100000,0.000000,D:\2026.9.21_finally\_matchid_export\S19_X_0.2\000114.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S19_X_0.2\merged\000114_DIC全场—力.csv,9144,READY
000115.jpg,11.6281,1065.100000,0.000000,D:\2026.9.21_finally\_matchid_export\S19_X_0.2\000115.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S19_X_0.2\merged\000115_DIC全场—力.csv,9144,READY
000116.jpg,11.7295,1071.600000,0.000000,D:\2026.9.21_finally\_matchid_export\S19_X_0.2\000116.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S19_X_0.2\merged\000116_DIC全场—力.csv,9144,READY
000117.jpg,11.8309,1079.600000,0.000000,D:\2026.9.21_finally\_matchid_export\S19_X_0.2\000117.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S19_X_0.2\merged\000117_DIC全场—力.csv,9144,READY
000118.jpg,11.9323,1086.600000,0.000000,D:\2026.9.21_finally\_matchid_export\S19_X_0.2\000118.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S19_X_0.2\merged\000118_DIC全场—力.csv,9144,READY
000119.jpg,12.0337,1093.600000,0.000000,D:\2026.9.21_finally\_matchid_export\S19_X_0.2\000119.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S19_X_0.2\merged\000119_DIC全场—力.csv,9144,READY
000120.jpg,12.1351,1100.100000,0.000000,D:\2026.9.21_finally\_matchid_export\S19_X_0.2\000120.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S19_X_0.2\merged\000120_DIC全场—力.csv,9144,READY
000121.jpg,12.2366,1106.600000,0.000000,D:\2026.9.21_finally\_matchid_export\S19_X_0.2\000121.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S19_X_0.2\merged\000121_DIC全场—力.csv,9144,READY
000122.jpg,12.3380,1114.100000,0.000000,D:\2026.9.21_finally\_matchid_export\S19_X_0.2\000122.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S19_X_0.2\merged\000122_DIC全场—力.csv,9144,READY
000123.jpg,12.4394,1120.600000,0.000000,D:\2026.9.21_finally\_matchid_export\S19_X_0.2\000123.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S19_X_0.2\merged\000123_DIC全场—力.csv,9144,READY
000124.jpg,12.5408,1128.600000,0.000000,D:\2026.9.21_finally\_matchid_export\S19_X_0.2\000124.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S19_X_0.2\merged\000124_DIC全场—力.csv,9144,READY
000125.jpg,12.6422,1135.100000,0.000000,D:\2026.9.21_finally\_matchid_export\S19_X_0.2\000125.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S19_X_0.2\merged\000125_DIC全场—力.csv,9143,READY
000126.jpg,12.7436,1141.600000,0.000000,D:\2026.9.21_finally\_matchid_export\S19_X_0.2\000126.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S19_X_0.2\merged\000126_DIC全场—力.csv,9144,READY
000127.jpg,12.8450,178.600000,0.000000,D:\2026.9.21_finally\_matchid_export\S19_X_0.2\000127.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S19_X_0.2\merged\000127_DIC全场—力.csv,9144,READY
