速度,照片数量,设置频率,实际频率,照片位移,力数量,力位移,力数据时间,力传感频率
0.1 mm/s,1789,10 Hz,9.998 Hz,17.8830 mm,1789,9.0552 mm,178.8300 s,1000.000 Hz
