速度,照片数量,设置频率,实际频率,照片位移,力数量,力位移,力数据时间,力传感频率
10 mm/s,36,200 Hz,197.740 Hz,1.7700 mm,36,0.9494 mm,0.1770 s,1000.000 Hz
