速度,照片数量,设置频率,实际频率,照片位移,力数量,力位移,力数据时间,力传感频率
10 mm/s,12,50 Hz,49.327 Hz,2.2300 mm,12,2.4670 mm,0.2230 s,1000.000 Hz
