照片,时间/s,X向力/N,Y向力/N,X向位移/mm,X向应变,X向应力/MPa,Y向位移/mm,Y向应变,Y向应力/MPa
000003.jpg,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
000004.jpg,0.070024,19.04,19.87,0.034271999999999636,0.0011423999999999879,0.6346666666666666,0.030345600000002193,0.0010115200000000732,0.6623333333333333
000005.jpg,0.090048,45.54,45.37,0.07143920000000037,0.002381306666666679,1.518,0.0683959999999999,0.0022798666666666635,1.5123333333333333
000006.jpg,0.110072,73.03999999999999,73.37,0.10763679999999987,0.003587893333333329,2.4346666666666663,0.1027160000000027,0.0034238666666667563,2.445666666666667
000007.jpg,0.130096,102.03999999999999,102.37,0.14287840000000074,0.004762613333333358,3.401333333333333,0.13688240000000107,0.004562746666666702,3.4123333333333337
000008.jpg,0.15012,115.53999999999999,116.87,0.18294800000000144,0.006098266666666715,3.8513333333333333,0.1778200000000023,0.00592733333333341,3.8956666666666666
000009.jpg,0.17014400000000002,146.04,146.37,0.2219880000000014,0.007399600000000047,4.867999999999999,0.2169880000000024,0.007232933333333413,4.8790000000000004
000010.jpg,0.190168,175.54,176.87,0.2602039999999999,0.008673466666666662,5.851333333333333,0.2543040000000012,0.00847680000000004,5.895666666666667
000011.jpg,0.210192,206.04,206.37,0.300376,0.010012533333333332,6.867999999999999,0.292384000000002,0.0097461333333334,6.8790000000000004
000012.jpg,0.23021599999999998,236.54,236.37,0.3365480000000005,0.011218266666666683,7.884666666666666,0.33241040000000055,0.011080346666666685,7.8790000000000004
000013.jpg,0.25024,254.38000000000025,254.0900000000003,0.37555599999999956,0.01251853333333332,8.479333333333342,0.3693160000000013,0.012310533333333377,8.469666666666676
000014.jpg,0.270264,280.54,280.87,0.41586560000000006,0.013862186666666668,9.351333333333335,0.40772800000000053,0.013590933333333352,9.362333333333334
000015.jpg,0.29028800000000005,312.04,310.37,0.4526760000000003,0.01508920000000001,10.401333333333334,0.4482000000000017,0.014940000000000057,10.345666666666666
000016.jpg,0.31031200000000003,342.04,340.37,0.49572399999999917,0.016524133333333305,11.401333333333334,0.48468080000000135,0.016156026666666712,11.345666666666666
000017.jpg,0.330336,372.54,369.87,0.5351744000000007,0.01783914666666669,12.418000000000001,0.5259720000000012,0.01753240000000004,12.329
000018.jpg,0.35036,402.54,399.37,0.5730200000000014,0.019100666666666714,13.418000000000001,0.5670840000000013,0.018902800000000042,13.312333333333333
000019.jpg,0.370384,416.54,413.87,0.6116840000000003,0.02038946666666668,13.884666666666668,0.6081295999999998,0.02027098666666666,13.795666666666667
000020.jpg,0.39040800000000003,446.54,443.37,0.6551343999999997,0.021837813333333324,14.884666666666668,0.6498080000000019,0.02166026666666673,14.779
000021.jpg,0.41043199999999996,476.54,472.87,0.6930848000000012,0.023102826666666704,15.884666666666668,0.6888319999999997,0.022961066666666655,15.762333333333334
000022.jpg,0.430456,506.04,502.37,0.7353119999999986,0.024510399999999953,16.868000000000002,0.7279560000000025,0.024265200000000084,16.74566666666667
000023.jpg,0.45048,536.54,531.37,0.7753600000000009,0.025845333333333366,17.884666666666664,0.7675120000000017,0.025583733333333393,17.712333333333333
000024.jpg,0.470504,557.352,552.6780000000001,0.8154655999999996,0.027182186666666653,18.5784,0.8037080000000003,0.026790266666666677,18.422600000000003
000025.jpg,0.49052799999999996,579.04,573.87,0.8574559999999991,0.028581866666666636,19.301333333333332,0.8447560000000003,0.028158533333333343,19.129
000026.jpg,0.510552,609.04,603.37,0.896200799999999,0.029873359999999967,20.301333333333332,0.8868039999999997,0.029560133333333325,20.112333333333332
000027.jpg,0.530576,638.04,631.37,0.934175999999999,0.031139199999999968,21.267999999999997,0.9258520000000026,0.03086173333333342,21.045666666666666
000028.jpg,0.5506000000000001,666.54,659.87,0.9758000000000013,0.03252666666666671,22.218,0.964640000000001,0.0321546666666667,21.99566666666667
000029.jpg,0.5706240000000001,694.54,687.87,1.0197856000000005,0.03399285333333335,23.151333333333334,1.0070856000000017,0.033569520000000054,22.929
000030.jpg,0.5906480000000002,708.04,701.37,1.0572479999999995,0.035241599999999984,23.601333333333333,1.045779200000002,0.03485930666666673,23.379
000031.jpg,0.6106720000000001,736.04,729.37,1.0983719999999995,0.03661239999999998,24.534666666666666,1.0872440000000019,0.03624146666666673,24.312333333333335
000032.jpg,0.630696,763.54,755.87,1.1396999999999995,0.03798999999999998,25.45133333333333,1.1272920000000006,0.037576400000000024,25.195666666666668
000033.jpg,0.6507200000000001,791.04,783.37,1.1791400000000003,0.039304666666666675,26.368,1.1673400000000012,0.038911333333333374,26.112333333333332
000034.jpg,0.6707440000000001,817.04,809.87,1.2194696000000018,0.04064898666666673,27.234666666666666,1.2074880000000014,0.040249600000000045,26.99566666666667
