照片,时间/s,X向力/N,Y向力/N,X向位移/mm,X向应变,X向应力/MPa,Y向位移/mm,Y向应变,Y向应力/MPa
000008.jpg,0.7611212121212122,0.0,0.0,,,,0.0,0.0,0.0
000016.jpg,1.5639494949494952,0.0,175.3,,,,0.16199090909090863,0.0053996969696969545,5.843333333333334
000024.jpg,2.366777777777778,0.0,267.3,,,,0.3210909090909091,0.010703030303030303,8.91
000032.jpg,3.1696060606060605,0.0,356.3,,,,0.479290909090909,0.015976363636363632,11.876666666666667
000040.jpg,3.9724343434343434,0.0,443.3,,,,0.6414909090909093,0.02138303030303031,14.776666666666667
000048.jpg,4.775262626262626,0.0,528.3,,,,0.8043282828282834,0.02681094276094278,17.61
000056.jpg,5.57809090909091,0.0,610.3,,,,0.9648727272727271,0.032162424242424235,20.34333333333333
000064.jpg,6.380919191919192,0.0,688.3,,,,1.1248181818181813,0.03749393939393938,22.94333333333333
000072.jpg,7.183747474747475,0.0,765.8,,,,1.2869909090909095,0.042899696969696983,25.526666666666664
000080.jpg,7.986575757575758,0.0,841.3,,,,1.4470909090909085,0.04823636363636362,28.043333333333333
000088.jpg,8.789404040404042,0.0,913.8,,,,1.6090989898989934,0.05363663299663311,30.459999999999997
000096.jpg,9.592232323232325,0.0,983.8,,,,1.77039090909091,0.05901303030303033,32.79333333333333
000104.jpg,10.395060606060609,0.0,1049.8,,,,1.9303818181818126,0.06434606060606042,34.99333333333333
000112.jpg,11.19788888888889,0.0,1110.3,,,,2.088802020202019,0.06962673400673397,37.01
000120.jpg,12.000717171717174,0.0,1165.8,,,,2.2508626262626272,0.07502875420875424,38.86
000128.jpg,12.803545454545455,0.0,1215.3,,,,2.414890909090907,0.08049636363636357,40.51
000136.jpg,13.60637373737374,0.0,1259.3,,,,2.5780909090909088,0.08593636363636363,41.97666666666667
000144.jpg,14.409202020202022,0.0,1296.8,,,,2.73619090909091,0.09120636363636365,43.22666666666667
000152.jpg,15.212030303030305,0.0,1327.3,,,,2.8953606060606045,0.09651202020202015,44.24333333333333
000160.jpg,16.01485858585859,0.0,1350.3,,,,3.0545909090909102,0.101819696969697,45.01
000168.jpg,16.817686868686874,0.0,1365.8,,,,3.218590909090908,0.10728636363636361,45.526666666666664
000176.jpg,17.62051515151515,0.0,1374.8,,,,3.379790909090909,0.11265969696969697,45.82666666666667
000184.jpg,18.423343434343437,0.0,1378.3,,,,3.5376777777777857,0.11792259259259286,45.943333333333335
000192.jpg,19.226171717171717,0.0,1380.3,,,,3.701836363636364,0.12339454545454547,46.01
000200.jpg,20.029,0.0,1379.8,,,,3.861190909090908,0.1287063636363636,45.99333333333333
000208.jpg,20.831828282828287,0.0,1378.8,,,,4.022390909090909,0.13407969696969696,45.96
000216.jpg,21.634656565656567,0.0,1378.8,,,,4.181247474747474,0.13937491582491582,45.96
000224.jpg,22.43748484848485,0.0,1378.8,,,,4.341690909090909,0.1447230303030303,45.96
000232.jpg,23.24031313131313,0.0,1379.3,,,,4.504790909090909,0.15015969696969697,45.97666666666667
000240.jpg,24.043141414141417,0.0,1380.3,,,,4.661990909090909,0.15539969696969697,46.01
000248.jpg,24.8459696969697,0.0,1379.8,,,,4.82509090909091,0.1608363636363637,45.99333333333333
000256.jpg,25.64879797979798,0.0,1379.3,,,,4.983492929292929,0.16611643097643097,45.97666666666667
000264.jpg,26.451626262626263,0.0,1377.8,,,,5.14839090909091,0.17161303030303035,45.92666666666666
000272.jpg,27.254454545454546,0.0,1377.8,,,,5.30459090909091,0.17681969696969702,45.92666666666666
000280.jpg,28.05728282828283,0.0,1377.3,,,,5.46569090909091,0.18218969696969697,45.91
000288.jpg,28.860111111111117,0.0,1376.8,,,,5.626902020202026,0.18756340067340088,45.89333333333333
000296.jpg,29.662939393939396,0.0,1377.3303030303018,,,,5.7878696969697,0.19292898989899002,45.91101010101006
000304.jpg,30.46576767676768,0.0,1378.8,,,,5.946190909090909,0.19820636363636362,45.96
000312.jpg,31.268595959595963,0.0,1380.8,,,,6.108290909090909,0.20360969696969697,46.026666666666664
000320.jpg,32.07142424242425,0.0,1383.3,,,,6.269433333333334,0.20898111111111112,46.11
000328.jpg,32.87425252525253,0.0,1384.3,,,,6.427690909090909,0.21425636363636363,46.14333333333333
