照片,时间/s,X向力/N,Y向力/N,X向位移/mm,X向应变,X向应力/MPa,Y向位移/mm,Y向应变,Y向应力/MPa
000005.jpg,0.105,0.0,0.0,0.0,0.0,0.0,,,
000006.jpg,0.12493548387096774,96.65,0.0,0.036006451612903945,0.0012002150537634647,3.2216666666666667,,,
000007.jpg,0.14487096774193547,119.65,0.0,0.07585483870967735,0.0025284946236559117,3.9883333333333337,,,
000008.jpg,0.16480645161290322,143.15,0.0,0.11861935483871022,0.003953978494623674,4.7716666666666665,,,
000009.jpg,0.18474193548387097,166.65,0.0,0.15452580645161262,0.0051508602150537545,5.555000000000001,,,
000010.jpg,0.2046774193548387,190.15,0.0,0.19275483870967847,0.006425161290322615,6.338333333333334,,,
000011.jpg,0.22461290322580646,209.50483870967744,0.0,0.2335645161290305,0.0077854838709676836,6.983494623655915,,,
000012.jpg,0.24454838709677418,226.15,0.0,0.2711451612903222,0.00903817204301074,7.538333333333333,,,
000013.jpg,0.26448387096774195,249.65,0.0,0.3114677419354841,0.010382258064516137,8.321666666666667,,,
000014.jpg,0.28441935483870967,273.65,0.0,0.35191935483871006,0.011730645161290335,9.121666666666666,,,
000015.jpg,0.30435483870967744,296.65,0.0,0.392564516129033,0.013085483870967767,9.888333333333332,,,
000016.jpg,0.32429032258064516,319.15,0.0,0.43054193548387154,0.014351397849462384,10.638333333333332,,,
000017.jpg,0.3442258064516129,331.65,0.0,0.47215161290322705,0.015738387096774234,11.055,,,
000018.jpg,0.36416129032258066,355.15,0.0,0.5120225806451604,0.01706741935483868,11.838333333333333,,,
000019.jpg,0.3840967741935484,378.65,0.0,0.5527967741935491,0.01842655913978497,12.621666666666666,,,
000020.jpg,0.4040322580645161,401.65,0.0,0.5899580645161286,0.019665268817204287,13.388333333333332,,,
000021.jpg,0.42396774193548387,424.15,0.0,0.6318000000000001,0.021060000000000006,14.138333333333332,,,
000022.jpg,0.44390322580645164,435.15,0.0,0.6698032258064508,0.02232677419354836,14.504999999999999,,,
000023.jpg,0.4638387096774193,458.65,0.0,0.7117548387096768,0.02372516129032256,15.288333333333332,,,
000024.jpg,0.4837741935483871,481.65,0.0,0.7514483870967723,0.02504827956989241,16.055,,,
000025.jpg,0.5037096774193549,503.65,0.0,0.7930580645161296,0.02643526881720432,16.788333333333334,,,
000026.jpg,0.5236451612903226,526.15,0.0,0.8323258064516139,0.02774419354838713,17.538333333333334,,,
000027.jpg,0.5435806451612903,543.5370967741933,0.0,0.870261290322583,0.029008709677419434,18.117903225806444,,,
000028.jpg,0.5635161290322581,559.15,0.0,0.9096967741935487,0.030323225806451623,18.638333333333332,,,
