照片,时间/s,X向力/N,Y向力/N,X向位移/mm,X向应变,X向应力/MPa,Y向位移/mm,Y向应变,Y向应力/MPa
000001.jpg,0.102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
000002.jpg,0.20251562499999998,19.335624999999965,18.275624999999962,0.019984374999999943,0.0006661458333333314,0.6445208333333322,0.019015625000001535,0.0006338541666667179,0.6091874999999988
000003.jpg,0.30303125,34.82,34.76,0.040000000000000924,0.001333333333333364,1.1606666666666667,0.04100000000000037,0.001366666666666679,1.1586666666666665
000004.jpg,0.4035468749999999,50.82,49.26,0.05805312500000248,0.0019351041666667494,1.694,0.06104687500000061,0.002034895833333354,1.642
000005.jpg,0.5040625,66.82,65.26,0.07900625000000261,0.0026335416666667536,2.227333333333333,0.08009999999999984,0.0026699999999999944,2.1753333333333336
000006.jpg,0.604578125,81.82,79.26,0.09960000000000058,0.003320000000000019,2.727333333333333,0.09860000000000113,0.003286666666666704,2.6420000000000003
000007.jpg,0.7050937499999999,97.32,94.26,0.12090625000000266,0.004030208333333422,3.2439999999999998,0.12010000000000076,0.004003333333333359,3.1420000000000003
000008.jpg,0.8056093749999998,112.32,110.26,0.13920937500000008,0.004640312500000003,3.7439999999999998,0.13970000000000127,0.004656666666666709,3.6753333333333336
000009.jpg,0.906125,128.44499999999994,125.4474999999999,0.15922500000000106,0.005307500000000035,4.281499999999998,0.16210000000000058,0.005403333333333353,4.1815833333333305
000010.jpg,1.006640625,144.82,141.76,0.18124062500000093,0.0060413541666666975,4.827333333333333,0.1812765625000008,0.00604255208333336,4.725333333333333
000011.jpg,1.10715625,159.32,156.76,0.20110000000000028,0.006703333333333342,5.310666666666666,0.19920000000000115,0.006640000000000038,5.225333333333333
000012.jpg,1.2076718750000002,173.82,172.26,0.22092812500000036,0.007364270833333345,5.794,0.21870000000000012,0.007290000000000004,5.742
000013.jpg,1.3081874999999998,189.32,186.26,0.2411000000000012,0.008036666666666708,6.310666666666666,0.24036875000000002,0.008012291666666668,6.208666666666667
