照片,时间/s,等效塑性应变,等效应力/MPa,Linear模型应力/MPa,Ludwik模型应力/MPa,Swift模型应力/MPa,Voce I（通用）模型应力/MPa,Voce II（通用）模型应力/MPa
000001.jpg,0.102000,0,0.00000000,,,,,
000002.jpg,0.202500,0.0002652522053,0.72490304,,,,,
000003.jpg,0.303000,0.0004129237951,1.33726830,,,,,
000004.jpg,0.403500,0.000343569871,1.92585577,,,,,
000005.jpg,0.504100,0.0004299029583,2.54066668,,,,,
000006.jpg,0.604600,0.0005512540034,3.09979010,,,,,
000007.jpg,0.705100,0.0006068234052,3.68675744,,,,,
000008.jpg,0.805600,0.0005425975418,4.28050480,,,,,
000009.jpg,0.906100,0.0005894522367,4.88382735,,,,,
000010.jpg,1.006600,0.0006383774853,5.51201429,,,,,
000011.jpg,1.107200,0.0006651251186,6.07802682,,,,,
000012.jpg,1.207700,0.0005659183006,6.65301855,,,,,
000013.jpg,1.308200,0.0007115657239,7.22220517,,,,,
000014.jpg,1.408700,0.0005656685157,7.78990172,,,,,
000015.jpg,1.509200,0.000642350291,8.36638355,,,,,
000016.jpg,1.609700,0.0005810371371,8.92365693,,,,,
000017.jpg,1.710300,0.000548434734,9.60507511,,,,,
000018.jpg,1.810800,0.000600346622,10.14470025,,,,,
000019.jpg,1.911300,0.0004971054338,10.70360835,,,,,
000020.jpg,2.011800,0.0004097406403,11.25210054,,,,,
000021.jpg,2.112300,0.0003909761761,11.81813499,,,,,
000022.jpg,2.212800,0.0003999726396,12.35784599,,,,,
000023.jpg,2.313300,0.0003656575878,12.91510077,,,,,
000024.jpg,2.413900,0.0003166335656,13.52652756,,,,,
000025.jpg,2.514400,0.0003036212866,14.06973320,,,,,
000026.jpg,2.614900,0.0002754607427,14.64792868,,,,,
000027.jpg,2.715400,0.0002441546801,15.18594935,,,,,
000028.jpg,2.815900,0.0001357601856,15.71523967,,,,,
000029.jpg,2.916400,0.0001445195842,16.25326188,,,,,
000030.jpg,3.017000,0.0001679064126,16.79128955,,,,,
000031.jpg,3.117500,0.0001379727429,17.35316333,,,,,
000032.jpg,3.218000,9.339941086e-05,17.92672335,,,,,
000033.jpg,3.318500,0.0001642591622,18.46474875,,,,,
000034.jpg,3.419000,0.0001338627516,18.98530737,,,,,
000035.jpg,3.519500,0.000241021948,19.52510982,,,,,
000036.jpg,3.620000,0.0003542789169,20.06493852,,,,,
000037.jpg,3.720600,0.0002364181516,20.58191245,,,,,
000038.jpg,3.821100,0.0003843488582,21.11489237,,,,,
000039.jpg,3.921600,0.0004037137632,21.67893746,,,,,
000040.jpg,4.022100,0.0004656447544,22.18902367,,,,,
000041.jpg,4.122600,0.0005595777618,22.71832621,,,,,
000042.jpg,4.223100,0.0005994683983,23.23894274,,,,,
000043.jpg,4.323700,0.0006104615048,23.77693614,,,,,
000044.jpg,4.424200,0.0007355632376,24.29756366,,,,,
000045.jpg,4.524700,0.0007980424999,24.81633787,,,,,
000046.jpg,4.625200,0.0007660686183,25.36486161,,,,,
000047.jpg,4.725700,0.0009507051532,25.87495880,,,,,
000048.jpg,4.826200,0.001054149427,26.38505728,45.11532519,36.65357834,39.83574200,28.64708028,27.54126805
000049.jpg,4.926700,0.001047554311,26.88461522,45.11440602,36.63093207,39.83152448,28.61642674,27.50288497
000050.jpg,5.027300,0.001228268931,27.39286602,45.13959223,37.21222360,39.94642517,29.44541857,28.53600268
000051.jpg,5.127800,0.001228647548,27.87505854,45.13964500,37.21336363,39.94666446,29.44713174,28.53812707
000052.jpg,5.228300,0.001316043357,28.38703602,45.15182535,37.46893648,40.00174185,29.83996905,29.02409419
000053.jpg,5.328800,0.00138748958,28.94371270,45.16178282,37.66746645,40.04653498,30.15728142,29.41492891
000054.jpg,5.429300,0.001427893786,29.47354069,45.16741395,37.77596060,40.07177456,30.33521660,29.63342237
000055.jpg,5.529800,0.001551987736,29.93466514,45.18470893,38.09376084,40.14888332,30.87496650,30.29323635
000056.jpg,5.630400,0.001611196031,30.43610719,45.19296079,38.23791255,40.18545822,31.12894879,30.60216169
000057.jpg,5.730900,0.001845453439,30.91456554,45.22560926,38.76780931,40.32882784,32.11183586,31.78818555
000058.jpg,5.831400,0.001858842613,31.40360204,45.22747531,38.79634943,40.33695861,32.16696909,31.85426261
000059.jpg,5.931900,0.001857299228,31.88579515,45.22726020,38.79306842,40.33602171,32.16061951,31.84665511
000060.jpg,6.032400,0.001993952015,32.40099509,45.24630551,39.07506617,40.41862739,32.71711622,32.51095983
000061.jpg,6.132900,0.002157292312,32.89545313,45.26907025,39.39154630,40.51645479,33.36738769,33.28089611
000062.jpg,6.233500,0.002213540036,33.36712079,45.27690950,39.49586681,40.54991673,33.58762429,33.54010323
000063.jpg,6.334000,0.002219517555,33.86485433,45.27774258,39.50682157,40.55346604,33.61091925,33.56747378
000064.jpg,6.434500,0.002386883968,34.31913663,45.30106845,39.80390811,40.65232479,34.25469041,34.32033897
000065.jpg,6.535000,0.002599948424,34.78896172,45.33076325,40.15773330,40.77674944,35.05102447,35.24206534
000066.jpg,6.635500,0.002651398854,35.25010453,45.33793390,40.23950234,40.80656032,35.23950825,35.45866156
000067.jpg,6.736000,0.002694415088,35.72115674,45.34392907,40.30684877,40.83141514,35.39597302,35.63800342
000068.jpg,6.836500,0.002787256731,36.20904038,45.35686841,40.44917350,40.88484605,35.73022253,36.01971964
000069.jpg,6.937100,0.002862015344,36.66147598,45.36728753,40.56090678,40.92766035,35.99598102,36.32184428
000070.jpg,7.037600,0.002981939761,37.12263181,45.38400140,40.73511848,40.99595520,36.41607599,36.79692061
000071.jpg,7.138100,0.003145261294,37.55585255,45.40676352,40.96312775,41.08821094,36.97608111,37.42539782
000072.jpg,7.238600,0.003196016176,38.02750465,45.41383723,41.03195600,41.11670658,37.14731519,37.61645820
000073.jpg,7.339100,0.00343115322,38.46072905,45.44660829,41.33930514,41.24766269,37.92369097,38.47611497
000074.jpg,7.439600,0.003498883752,38.90790028,45.45604790,41.42454396,41.28506597,38.14225266,38.71614704
000075.jpg,7.540200,0.003663157304,39.35861361,45.47894271,41.62565562,41.37520399,38.66314967,39.28466876
000076.jpg,7.640700,0.003787223877,39.81978955,45.49623387,41.77257369,41.44274378,39.04806979,39.70153868
000077.jpg,7.741200,0.003838658143,40.23377186,45.50340227,41.83229648,41.47061027,39.20554167,39.87127902
000078.jpg,7.841700,0.004030425473,40.65651598,45.53012889,42.04919339,41.57382811,39.78198559,40.48861688
000079.jpg,7.942200,0.004109378227,41.06881438,45.54113254,42.13597575,41.61601666,40.01450104,40.73582505
000080.jpg,8.042700,0.004364423508,41.51077923,45.57667821,42.40704471,41.75110083,40.74692744,41.50765851
000081.jpg,8.143300,0.004501738123,41.91431331,45.59581575,42.54750930,41.82308435,41.12972286,41.90684031
000082.jpg,8.243800,0.00461825073,42.36198495,45.61205412,42.66389542,41.88376216,41.44835520,42.23687620
000083.jpg,8.344300,0.004731245102,42.80703421,45.62780214,42.77443105,41.94226119,41.75205239,42.54953149
000084.jpg,8.444800,0.004883228291,43.21057332,45.64898405,42.91965611,42.02041503,42.15244584,42.95885389
000085.jpg,8.545300,0.005072227801,43.60532264,45.67532492,43.09503830,42.11676945,42.63769626,43.45047639
000086.jpg,8.645800,0.005396686981,44.01765384,45.72054480,43.38369245,42.28007956,43.43908244,44.25151029
000087.jpg,8.746300,0.0054671964,44.45083262,45.73037170,43.44448227,42.31522500,43.60809704,44.41869195
000088.jpg,8.846900,0.005689255352,44.83515642,45.76132007,43.63171524,42.42512560,44.12876554,44.92979645
000089.jpg,8.947400,0.005763427225,45.26586380,45.77165740,43.69288526,42.46157256,44.29882139,45.09543407
000090.jpg,9.047900,0.005953286702,45.68230264,45.79811813,43.84649852,42.55427954,44.72553007,45.50821204
000091.jpg,9.148400,0.006122012298,46.06662455,45.82163342,43.97959160,42.63596913,45.09459936,45.86191267
000092.jpg,9.248900,0.006351933434,46.45974042,45.85367754,44.15607437,42.74625139,45.58261300,46.32480030
000093.jpg,9.349400,0.006586238801,46.83691384,45.88633268,44.33047727,42.85743444,46.06278826,46.77482089
000094.jpg,9.450000,0.00676868653,47.20201776,45.91176043,44.46270137,42.94318805,46.42508867,47.11073985
000095.jpg,9.550500,0.006981676804,47.56712229,45.94144489,44.61331919,43.04240611,46.83559180,47.48751556
000096.jpg,9.651000,0.00726711739,47.94266026,45.98122676,44.80922198,43.17390275,47.36541183,47.96767164
000097.jpg,9.751500,0.007475939628,48.35663259,46.01033032,44.94847993,43.26906028,47.73879226,48.30182310
000098.jpg,9.852000,0.007743911307,48.72173531,46.04767754,45.12246631,43.38991259,48.20098862,48.71051927
000099.jpg,9.952500,0.00793544442,49.06928912,46.07437152,45.24374498,43.47544331,48.52005834,48.98941255
000100.jpg,10.053000,0.00831568225,49.42562115,46.12736528,45.47738861,43.64320064,49.12676053,49.51225669
000101.jpg,10.153600,0.008528537504,49.77150428,46.15703093,45.60428307,43.73595402,49.45147204,49.78798888
000102.jpg,10.254100,0.008855359907,50.11738801,46.20258018,45.79402756,43.87679929,49.93014381,50.18912932
000103.jpg,10.354600,0.009118629591,50.45282995,46.23927208,45.94263688,43.98890669,50.29890393,50.49374692
000104.jpg,10.455100,0.009440691815,50.80915721,46.28415791,46.11960124,44.12445620,50.73050842,50.84529373
000105.jpg,10.555600,0.009597628085,51.12874458,46.30603012,46.20399940,44.18988599,50.93333068,51.00860650
000106.jpg,10.656100,0.01008005711,51.43619401,46.37326627,46.45636729,44.38854038,51.52752314,51.47995280
000107.jpg,10.756700,0.01038671756,51.74364393,46.41600555,46.61155262,44.51292371,51.88331456,51.75701707
000108.jpg,10.857200,0.01073888459,52.07030999,46.46508708,46.78508143,44.65400743,52.27206906,52.05521835
000109.jpg,10.957700,0.01101625906,52.34102754,46.50374477,46.91841745,44.76383953,52.56402116,52.27599613
000110.jpg,11.058200,0.01153805559,52.63097622,46.57646757,47.16177386,44.96747392,53.08114848,52.66023901
000111.jpg,11.158700,0.0120041099,52.92378828,46.64142158,47.37142622,45.14617281,53.50978368,52.97198288
000112.jpg,11.259200,0.01226053212,53.21448725,46.67715915,47.48387205,45.24325385,53.73305450,53.13189629
000113.jpg,11.359700,0.01279234046,53.46598821,46.75127730,47.71091109,45.44188242,54.16942030,53.43946576
000114.jpg,11.460300,0.01328174447,53.74546805,46.81948555,47.91293560,45.62154174,54.54115064,53.69621577
000115.jpg,11.560800,0.01378817197,53.95683794,46.89006637,48.11549810,45.80440906,54.89793074,53.93802513
000116.jpg,11.661300,0.01418197673,54.22415482,46.94495096,48.26873122,45.94454286,55.15709547,54.11081894
000117.jpg,11.761800,0.01488541166,54.45644039,47.04298871,48.53375199,46.19052847,55.58332822,54.38976473
000118.jpg,11.862300,0.01547217305,54.69748941,47.12476566,48.74687278,46.39163302,55.90578886,54.59649961
000119.jpg,11.962800,0.0159718264,54.91761300,47.19440237,48.92305920,46.56007422,56.15871149,54.75611395
000120.jpg,12.063400,0.0166854368,55.10976857,47.29385828,49.16681635,46.79634218,56.48837194,54.96093400
000121.jpg,12.163900,0.01727722389,55.29316862,47.37633567,49.36239510,46.98858695,56.73603489,55.11255906
000122.jpg,12.264400,0.01802697961,55.46441055,47.48082915,49.60224408,47.22755291,57.01961266,55.28406698
000123.jpg,12.364900,0.01872257021,55.63904768,47.57777364,49.81737422,47.44485351,57.25546277,55.42530346
000124.jpg,12.465400,0.01949395381,55.79107753,47.68528140,50.04822008,47.68109713,57.48958962,55.56466350
000125.jpg,12.565900,0.02025074089,55.98241903,47.79075484,50.26734651,47.90824180,57.69422903,55.68625416
000126.jpg,12.666500,0.02123853043,56.12114717,47.92842310,50.54322165,48.19815228,57.92842954,55.82600063
000127.jpg,12.767000,0.02193962503,56.24518984,48.02613468,50.73254862,48.39961101,58.07467053,55.91418976
000128.jpg,12.867500,0.02277058603,56.36754984,48.14194575,50.95046316,48.63396525,58.22907925,56.00878657
000129.jpg,12.968000,0.0237252701,56.46362870,48.27500010,51.19271405,48.89755110,58.38411632,56.10626651
000130.jpg,13.068500,0.02461232058,56.56139468,48.39862836,51.41056084,49.13728623,58.50943772,56.18791608
000131.jpg,13.169000,0.02567977796,56.65578654,48.54739993,51.66412239,49.41948715,58.63958177,56.27684823
000132.jpg,13.269500,0.02675496659,56.74142223,48.69724901,51.91070946,49.69712615,58.75107322,56.35807057
000133.jpg,13.370100,0.02754350218,56.81996073,48.80714725,52.08630855,49.89672615,58.82206175,56.41329154
000134.jpg,13.470600,0.02876216953,56.87930174,48.97699296,52.34954881,50.19883263,58.91640927,56.49278577
000135.jpg,13.571100,0.02971250706,56.93525507,49.10944154,52.54839241,50.42928926,58.97882497,56.55075751
000136.jpg,13.671600,0.03090466766,57.00167105,49.27559300,52.79040309,50.71234147,59.04545131,56.61953417
000137.jpg,13.772100,0.03196495177,57.05765542,49.42336484,52.99913078,50.95868635,59.09541831,56.67774467
000138.jpg,13.872600,0.03304090717,57.08898093,49.57332078,53.20507151,51.20371848,59.13856582,56.73455514
000139.jpg,13.973200,0.03419622468,57.12251507,49.73433742,53.42001340,51.46151529,59.17771326,56.79353631
000140.jpg,14.073700,0.03530076712,57.12408742,49.88827754,53.61987022,51.70306771,59.20926086,56.84837252
000141.jpg,14.174200,0.03644049351,57.18173567,50.04712125,53.82065218,51.94749868,59.23673714,56.90369781
000142.jpg,14.274700,0.0377841829,57.20095176,50.23439129,54.05068913,52.22967207,59.26360032,56.96764259
000143.jpg,14.375200,0.03889969141,57.21138343,50.38985975,54.23649070,52.45921196,59.28210947,57.01990727
000144.jpg,14.475700,0.04004094961,57.23938394,50.54891695,54.42199868,52.68981342,59.29807753,57.07277791
000145.jpg,14.576200,0.04104648381,57.28660569,50.68905829,54.58179463,52.88957500,59.31003625,57.11895946
000146.jpg,14.676800,0.04234509054,57.30582186,50.87004516,54.78336147,53.14301096,59.32302061,57.17816234
000147.jpg,14.777300,0.04347287582,57.31624831,51.02722463,54.95423735,53.35910976,59.33240404,57.22926094
000148.jpg,14.877800,0.04462676866,57.32341585,51.18804272,55.12525160,53.57651382,59.34048454,57.28130481
000149.jpg,14.978300,0.04593185377,57.36184852,51.36993248,55.31424709,53.81807024,59.34807659,57.33994170
000150.jpg,15.078800,0.04716198503,57.38106485,51.54137592,55.48829637,54.04170493,59.35398384,57.39504058
000151.jpg,15.179300,0.04837576901,57.40028119,51.71054103,55.65632862,54.25866488,59.35882943,57.44928229
000152.jpg,15.279900,0.04942761908,57.42830224,51.85713742,55.79909846,54.44380963,59.36236653,57.49620869
000153.jpg,15.380400,0.05061399105,57.43871387,52.02248212,55.95709191,54.64954375,59.36573613,57.54906744
000154.jpg,15.480900,0.05197308244,57.50210284,52.21189874,56.13430284,54.88134550,59.36892211,57.60955138
000155.jpg,15.581400,0.053154369,57.51719987,52.37653469,56.28519063,55.07957115,59.37120658,57.66207530
000156.jpg,15.681900,0.05431974991,57.54360075,52.53895387,56.43130723,55.27226791,59.37309398,57.71385881
000157.jpg,15.782400,0.05544392878,57.55401193,52.69563072,56.56977981,55.45554574,59.37462523,57.76378693
000158.jpg,15.883000,0.05662203911,57.59084378,52.85982400,56.71238343,55.64495543,59.37597383,57.81608992
000159.jpg,15.983500,0.05773870296,57.62046644,53.01545348,56.84526331,55.82204836,59.37704843,57.86564977
000160.jpg,16.084000,0.05885243403,57.64849328,53.17067422,56.97565783,55.99638308,59.37795395,57.91506782
000161.jpg,16.184500,0.06006633778,57.68172512,53.33985603,57.11543694,56.18386656,59.37878189,57.96892026
000162.jpg,16.285000,0.06122375319,57.74617545,53.50116506,57.24651552,56.36023870,59.37944171,58.02025875
