照片,时间/s,等效塑性应变,等效应力/MPa,Linear模型应力/MPa,Ludwik模型应力/MPa,Swift模型应力/MPa,Voce I（通用）模型应力/MPa,Voce II（通用）模型应力/MPa
000003.jpg,0.050000,0,0.00000000,,,,,
000004.jpg,0.070300,0.001000967248,10.95263041,,,,,
000005.jpg,0.090500,0.0003089807379,15.79806783,,,,,
000006.jpg,0.110800,3.921457683e-05,25.44125545,,,,,
000007.jpg,0.131100,7.577729643e-05,35.12563098,,,,,
000008.jpg,0.151400,0.0001376384182,44.27467989,,,,,
000009.jpg,0.171600,0.0005381497623,52.67214172,,,,,
000010.jpg,0.191900,0.001267474562,60.00256414,,,,,
000011.jpg,0.212200,0.003276253694,63.39320162,,,,,
000012.jpg,0.232500,0.007244079859,60.89093146,,,,,
000013.jpg,0.252700,0.01748726517,34.68531256,,,,,
000014.jpg,0.273000,0.02890606762,6.71541740,,,,,
