样本末帧,E/MPa,虚功均方根残差/N,样本点数,Y/MPa,H/MPa,拟合均方根残差/MPa
000005.jpg,4862.782539595449,74.72722767717289,4,,,
000006.jpg,4789.312619781862,61.26430878568798,6,,,
000007.jpg,4754.544267341975,53.242329124630636,8,,,
000010.jpg,,,2,-173.27262220508254,184047.2332429571,1.512513347095137e-14
000011.jpg,,,3,17.0686176815034,14994.970068428061,18.49954404069863
