nu,E_MPa,rmse_N,max_abs_residual_N,relative_rmse,observation_count
-0.99,977.5366388424102,492.67124904691417,840.4067889641999,0.5755236309599017,66
-0.989,1165.3169663163278,489.04524430342485,834.0470781309738,0.5712878420440924,66
-0.988,1364.7932165002576,485.1612940378165,827.6524166170545,0.5667507289820762,66
-0.987,1574.613800376852,481.0393479578854,832.3487197231958,0.5619355964182579,66
-0.986,1793.427453759832,476.6997117282192,835.7877537087356,0.5568661648149844,66
-0.985,2019.9007270934032,472.1628105008077,838.019828506166,0.5515662942161672,66
-0.984,2252.733464277855,467.4489713225382,839.1010007581372,0.5460597300623081,66
-0.983,2490.6720939623865,462.5782273235737,839.09187315521,0.5403698744492941,66
-0.982,2732.5206547932244,457.5701455752745,838.056438251096,0.5345195850372348,66
-0.981,2977.149562750172,452.44367956363396,836.0609901580176,0.5285310027143988,66
-0.98,3223.5022013294147,447.2170463872206,833.1731219127453,0.5224254081435687,66
-0.979,3470.5994726900244,441.90762807834676,829.4608208844976,0.5162231064884196,66
-0.978,3717.54248991114,436.53189587256674,824.9916696055845,0.5099433389474403,66
-0.977,3963.5136180700533,431.10535581519514,819.8321550065989,0.5036042192131153,66
-0.976,4207.776086477219,425.64251378740505,814.0470853241548,0.49722269261647245,66
-0.975,4449.672398023094,420.15685784641454,807.6991109549595,0.49081451549742366,66
-0.974,4688.621756318478,414.66085568863514,800.8483432423126,0.48439425224129146,66
-0.973,4924.116719258335,409.165965044204,793.5520635517811,0.47797528742138684,66
-0.972,5155.719270788808,403.6826548784915,785.8645139499544,0.47156985056596834,66
-0.971,5383.056482768324,398.220435394257,777.8367602589233,0.46518905120585136,66
-0.97,5605.815917373716,392.787894981912,769.5166181301208,0.458842922038587,66
-0.969,5823.740898714519,387.3927424416123,760.948632976264,0.4525404682510307,66
-0.968,6036.625761104389,382.0418529885423,752.1741050381693,0.44628972126132227,66
-0.967,6244.311161465694,376.74131674289777,743.2311514715315,0.440097795363415,66
-0.966,6446.679525054308,371.4964885918107,734.1547980555342,0.43397094597426605,66
-0.965,6643.65067734583,366.31203848681434,724.9770938995657,0.42791462838981165,66
-0.964,6835.177700630311,361.1920014039561,715.7272433158182,0.4219335561468578,66
-0.963,7021.243041618763,356.1398263422553,706.4317498033602,0.41603175826159444,66
-0.962,7201.854886085558,351.15842386882275,697.1145678312821,0.4102126347703644,66
-0.961,7377.043808117689,346.25021183541315,687.7972587992489,0.4044790101343549,66
-0.96,7546.859694741609,341.41715899187494,678.4991481842839,0.39883318418750874,66
-0.959,7711.368941362364,336.6608263077313,669.2374814480039,0.39327698040714376,66
-0.958,7870.651909384294,331.98240588510043,660.0275767777295,0.3878117913708477,66
-0.957,8024.800634401715,327.3827574056152,650.8829731695482,0.3824386213326658,66
-0.956,8173.916771274776,322.86244210230404,641.8155727346913,0.37715812590802306,66
-0.955,8318.109761080563,318.4217542858846,632.8357764269597,0.3719706489017857,66
-0.954,8457.495204209237,314.06075048492545,623.9526126538063,0.3668762563489153,66
-0.953,8592.193423634522,309.7792762820643,615.1738584521336,0.36187476786372635,66
-0.952,8722.328202519344,305.57699094507467,606.5061530877429,0.35696578541315205,66
-0.951,8848.02568073003,301.453389963055,597.9551040797106,0.35214871964283795,66
-0.95,8969.413395450341,297.40782560528555,589.525385762761,0.347422813893376,66
-0.949,9086.619451846926,293.4395256241445,581.2208305866448,0.3427871660484843,66
-0.948,9199.771810590495,289.54761022458695,573.0445134155964,0.33824074835823903,66
-0.947,9308.997679942111,285.73110742164874,564.9988291367802,0.33378242537924485,66
-0.946,9414.423001038678,281.98896690474277,557.0855639176727,0.32941097017048593,66
-0.945,9516.17201593447,278.3200725235737,549.3059604710281,0.3251250788789936,66
-0.944,9614.366908855183,274.7232535056697,541.6607776951565,0.320923383843827,66
-0.943,9709.127511987568,271.1972945100786,534.1503450585625,0.3168044653404965,66
-0.942,9800.57106794975,267.7409446159422,526.7746120932634,0.3127668620811437,66
-0.941,9888.812041860834,264.35292533862633,519.5331933519144,0.30880908057874207,66
-0.94,9973.961976648914,261.0319377599913,512.4254091712587,0.3049296034764629,66
-0.939,10056.129385903829,257.7766688533411,505.4503225693733,0.30112689693628936,66
-0.938,10135.419679193663,254.58579707768982,498.60677258766617,0.29739941717406876,66
-0.9369999999999999,10211.935115325632,251.45799731027824,491.89340437093483,0.29374561622152967,66
-0.9359999999999999,10285.774779541694,248.39194518081746,485.30869626083177,0.29016394698941345,66
-0.9349999999999999,10357.034581102249,245.38632086575535,478.8509841599944,0.2866528676998217,66
-0.9339999999999999,10425.807268128961,242.43981239597238,472.5184834062129,0.28321084575016636,66
-0.9329999999999999,10492.182456953371,239.55111852673014,466.3093083786689,0.27983636106575643,66
-0.9319999999999999,10556.246673555172,236.7189512144179,460.22149004153664,0.2765279089930586,66
-0.9309999999999999,10618.083404975683,233.94203774066008,454.25299161418656,0.273284002781015,66
-0.9299999999999999,10677.773158860646,231.21912252067057,448.401722542147,0.270103175693508,66
-0.929,10735.393529526149,228.54896862933077,442.66555092859636,0.2669839827920784,66
-0.9279999999999999,10791.019269153972,225.93035907534195,437.04231457280514,0.26392500242435163,66
-0.927,10844.722362910496,223.36209785093246,431.5298307494247,0.2609248374502739,66
-0.9259999999999999,10896.572106950487,220.84301078194636,426.12590485084354,0.25798211623516,66
-0.925,10946.635188412933,218.37194620076642,420.8283380041016,0.25509549343578153,66
-0.9239999999999999,10994.975766646367,215.94777546228292,415.63493376382894,0.25226365060310607,66
-0.923,11041.655555013884,213.56939332116315,410.5435039735403,0.24948529662301197,66
-0.9219999999999999,11086.73390272832,211.23571818680963,405.55187387912827,0.24675916801412276,66
-0.921,11130.267876254764,208.94569227078048,400.65788657067094,0.24408402910001928,66
-0.9199999999999999,11172.312339894244,206.69828163990715,395.8594068215622,0.24145867207129007,66
-0.919,11212.920035228277,204.492476187015,391.1543243874908,0.2388819169513282,66
-0.9179999999999999,11252.141659162342,202.32728952988947,386.5405568218385,0.23635261147830647,66
-0.917,11290.025940355747,200.2017588480442,382.0160518587018,0.2338696309144949,66
-0.916,11326.619713869462,198.1149446658115,377.57878940977616,0.23143187779287358,66
-0.915,11361.967993900225,196.06593058939131,373.2267832169004,0.22903828160996137,66
-0.914,11396.114044502063,194.0538230046528,368.9580821979509,0.2266877984727966,66
-0.913,11429.09944822338,192.077750741756,364.770771520098,0.22437941070715856,66
-0.912,11460.964172612057,190.13686471198739,360.66297343109085,0.2221121264333295,66
-0.911,11491.746634560346,188.230337521605,356.6328478761486,0.2198849791150005,66
-0.91,11521.483762479107,186.35736306694878,352.6785929253439,0.21769702708629127,66
-0.909,11550.211056304666,184.51715611458602,348.7984450338034,0.21554735306128922,66
-0.908,11577.962645353864,182.70895186982446,344.99067915483084,0.21343506362999914,66
-0.907,11604.771344052864,180.93200553653665,341.2536087240108,0.21135928874414356,66
-0.906,11630.66870557323,179.18559187088576,337.5855855304757,0.2093191811958387,66
-0.905,11655.685073415712,177.4690047312285,333.98499948987546,0.20731391609180472,66
-0.904,11679.84963098741,175.78155662618965,330.4502783320835,0.20534269032544,66
-0.903,11703.190449222138,174.1225782626494,326.9798872152729,0.20340472204879376,66
-0.902,11725.734532297101,172.49141809515913,323.57232827682685,0.20149925014620712,66
-0.901,11747.507861501395,170.88744187809914,320.2261401303771,0.19962553371115735,66
-0.9,11768.535437313483,169.31003222171242,316.9398973173078,0.19778285152763006,66
-0.899,11788.841319745781,167.7585881529872,313.7122097201539,0.19597050155715526,66
-0.898,11808.448667015142,166.2325246822171,310.5417219444868,0.1941878004324764,66
-0.897,11827.379772598051,164.73127237594267,307.4271126751759,0.19243408295867329,66
-0.896,11845.656100729138,163.25427693686086,304.36709401225824,0.1907087016224252,66
-0.895,11863.298320400898,161.80099879119265,301.3604107910216,0.1890110261099863,66
-0.894,11880.326337921848,160.3709126839066,298.40583989042676,0.18734044283433787,66
-0.893,11896.759328089358,158.96350728211766,295.5021895334637,0.18569635447189112,66
-0.892,11912.615764031867,157.5782847869127,292.64829858264056,0.1840781795090331,66
-0.891,11927.91344577429,156.2147605537898,289.8430358334187,0.18248535179873582,66
-0.89,11942.669527578793,154.87246272184612,287.08529930802894,0.18091732012738437,66
-0.889,11956.900544111491,153.5509318518007,284.3740155518277,0.17937354779192644,66
-0.888,11970.622435484373,152.24972057289713,281.7081389340676,0.17785351218739445,66
-0.887,11983.85057121981,150.96839323869446,279.0866509546775,0.17635670440481108,66
-0.886,11996.599773183743,149.70652559172294,276.50855955847527,0.1748826288394502,66
-0.885,12008.884337531681,148.46370443695398,273.9728984579861,0.1734308028093944,66
-0.884,12020.718055710327,147.23952732400977,271.4787264658898,0.17200075618430188,66
-0.883,12032.114234555775,146.03360223801795,269.0251268379694,0.17059203102427217,66
-0.882,12043.085715527859,144.84554729899853,266.61120662725455,0.1692041812286792,66
