nu,E_MPa,rmse_N,max_abs_residual_N,relative_rmse,observation_count
-0.99,214.4462290120393,623.610987789117,1015.6314714667503,0.6620425582983352,8
-0.989,258.6405917437078,622.6849128874863,1023.5764442223763,0.6610594117389312,8
-0.988,306.78611001034534,621.6742797479989,1031.1918696207983,0.6599864958309877,8
-0.987,358.81521735546244,620.5799646532522,1038.4731176859877,0.6588247408601859,8
-0.986,414.6543740171932,619.4029434016867,1045.416151811704,0.6575751827609604,8
-0.985,474.2243318692384,618.1442882529213,1052.0175339353484,0.6562389598735828,8
-0.984,537.4404196249676,616.8051645748446,1058.2744271587671,0.6548173093846219,8
-0.983,604.2128463256793,615.3868272135401,1064.1845958418742,0.6533115634731568,8
-0.982,674.4470210316481,613.8906166086178,1069.7464032139412,0.6517231451867062,8
-0.981,748.043886555046,612.3179546777814,1074.9588065654614,0.6500535640721709,8
-0.98,824.9002650176183,610.6703404954739,1079.8213501005218,0.6483044115881669,8
-0.979,904.9092129829231,608.9493457912306,1084.3341555453521,0.646477356325952,8
-0.978,987.9603839030528,607.1566102938905,1088.4979106230885,0.6445741390667131,8
-0.977,1073.940395631662,605.2938369481141,1092.3138555175815,0.64259656770329,8
-0.976,1162.7332007888142,603.3627870297064,1095.7837674602886,0.6405465120544682,8
-0.975,1254.2204578165126,601.36527518607,1098.9099435837663,0.6384258985997876,8
-0.974,1348.281900635773,599.3031644277227,1101.6951821930354,0.6362367051623999,8
-0.973,1444.7957049051593,597.1783610962143,1104.142762612084,0.6339809555668712,8
-0.972,1543.6388489844353,594.9928098329981,1106.2564237670247,0.6316607142979968,8
-0.971,1644.6874678242023,592.748488572852,1108.0403416699678,0.6292780811856807,8
-0.97,1747.8171981302598,590.4474035843391,1109.4991059685547,0.6268351861397516,8
-0.969,1852.9035132886727,588.091584578551,1110.6376957254352,0.6243341839572705,8
-0.968,1959.822046681235,585.6830799060256,1111.461454589798,0.6217772492234466,8
-0.967,2068.4489021700074,583.2239518602745,1111.9760655195541,0.6191665713257333,8
-0.966,2178.660950681051,580.7162721048397,1112.1875252079997,0.6165043495990654,8
-0.965,2290.3361119703204,578.1621172392142,1112.1021183629102,0.6137927886185193,8
-0.964,2403.3536208063506,575.5635645173569,1111.7263919791578,0.6110340936539698,8
-0.963,2517.5942769539624,572.9226877308978,1111.0671297382553,0.6082304662995889,8
-0.962,2632.940678488654,570.2415532675113,1110.1313266598393,0.6053841002893054,8
-0.961,2749.277438111761,567.5222163533153,1108.9261641211694,0.6024971775076334,8
