nu,E_MPa,rmse_N,max_abs_residual_N,relative_rmse,observation_count
-0.99,528.9688935026921,386.0518269927344,681.777449770253,0.5819906034594159,96
-0.989,633.4476266547032,384.146382364433,679.5721693112907,0.5791180594341172,96
-0.988,745.5107989948617,382.0910756833676,677.4285732632206,0.5760195915809139,96
-0.987,864.6007800869544,379.8935319257358,674.9351776194512,0.5727066948965609,96
-0.986,990.1435432264404,377.56170928480634,671.7872565513262,0.5691913667176313,96
-0.985,1121.5548143593953,375.1038243613615,668.0160972006211,0.5654859939417205,96
-0.984,1258.2459582688894,372.5282788918955,667.0227001324322,0.5616032425668905,96
-0.983,1399.6295119673862,369.84358908865175,669.9805363291923,0.5575559511685764,96
-0.982,1545.1242922180509,367.0583185162304,672.2437457387748,0.5533570297080342,96
-0.981,1694.1600215833364,364.1810152692725,673.8363208665703,0.5490193648248571,96
-0.98,1846.181434634913,361.2201540514309,674.7842988244782,0.5445557325184008,96
-0.979,2000.651842332703,358.18408359358904,675.11539181332,0.5399787188783698,96
-0.978,2157.056147597807,355.0809796942837,674.8586298451593,0.5353006492911276,96
-0.977,2314.9033184022055,351.9188040216907,674.0440205117038,0.5305335263318268,96
-0.976,2473.72833604802,348.70526868745196,672.7022296411562,0.525688976357849,96
-0.975,2633.093645599871,345.4478064901015,670.867172786018,0.5207782046494226,96
-0.974,2792.590142661389,342.15354663098253,674.5987363845677,0.5158119588002691,96
-0.973,2951.837735932779,338.82929562858305,677.7168257737214,0.5108004999450998,96
-0.972,3110.485528398035,335.4815230976845,680.2492149001025,0.5057535813210385,96
-0.971,3268.211661762789,332.11635201661016,682.2241298874719,0.5006804335950585,96
-0.97,3424.722869119036,328.739553077747,683.670006285394,0.4955897563471379,96
-0.969,3579.7537799868064,325.3565427017043,684.6152714710377,0.4904897150765144,96
-0.968,3733.066020109013,321.97238429213553,685.0881520174632,0.4853879430933857,96
-0.967,3884.447145878542,318.59179231449997,685.1165054039689,0.4802915476678274,96
-0.966,4033.7094502609484,315.2191387960403,684.7276750941375,0.47520711982880354,96
-0.965,4180.688673724915,311.85846186427716,683.9483677390244,0.47014074723633353,96
-0.964,4325.2426501625505,308.51347596577205,682.8045510685827,0.4650980295867397,96
-0.963,4467.249914203902,305.18758343438896,681.3213709053929,0.4600840960523253,96
-0.962,4606.608292809807,301.8838871075649,679.5230856619153,0.4551036243009737,96
-0.961,4743.233500645887,298.60520371914976,677.4330166570016,0.45016086068646033,96
-0.96,4877.057755558201,295.354077827363,675.073512600631,0.4452596412454781,96
-0.959,5008.028427528888,292.13279606565794,672.4659266399785,0.4404034131814601,96
-0.958,5136.1067318128935,288.9434015322733,669.6306044276917,0.4355952565574801,96
-0.957,5261.266474556974,285.78770816062894,666.5868817584648,0.43083790596027455,96
-0.956,5383.492857080684,282.66731493720334,663.3530904170716,0.4261337719343363,96
-0.955,5502.781343149172,279.5836198560006,659.9465709854626,0.4214849620189055,96
-0.954,5619.136591977042,276.53783351906935,656.383691464429,0.4168933012513671,96
-0.953,5732.571458353879,273.5309923107983,652.679870673715,0.41236035202809806,96
-0.952,5843.106060155914,270.56397108991507,648.8496055007988,0.4078874332382299,96
-0.951,5950.766912583719,267.6374953573451,644.9065011711477,0.40347563860724683,96
-0.95,6055.586127721191,264.75215287047143,640.863303810095,0.3991258542060082,96
-0.949,6157.6006774252655,261.9084046849798,636.7319346578417,0.39483877509682935,96
-0.948,6256.851717108244,259.10659561454867,632.5235253836993,0.3906149211019382,96
-0.947,6353.383967646625,256.34696410626964,628.2484540234302,0.3864546516911185,96
-0.946,6447.245152423064,253.62965153602534,623.9163811342205,0.3823581799949125,96
-0.945,6538.485486367263,250.95471093323636,619.536285825628,0.37832558595757215,96
-0.944,6627.157213790252,248.32211514856266,615.1165013819455,0.3743568286502384,96
-0.943,6713.3141917942885,245.7317644814279,610.664750242208,0.37045175776977957,96
-0.942,6797.011516074271,243.18349378674736,606.188178148861,0.3666101243525053,96
-0.941,6878.3051859972375,240.67707908208868,601.6933873154069,0.36283159073476046,96
-0.94,6957.251805945624,238.2122436777798,597.1864684975136,0.35911573979434036,96
-0.939,7033.90832003017,235.78866385328365,592.6730318816587,0.3554620835078824,96
-0.938,7108.3317774135,233.4059741035649,588.1582367307246,0.3518700708600016,96
-0.9369999999999999,7180.579125631089,231.06377197925065,583.6468197475948,0.3483390951400519,96
-0.9359999999999999,7250.7070294472605,228.76162254419157,579.1431221360313,0.3448685006621011,96
-0.9349999999999999,7318.771712937795,226.49906247361903,574.651115353418,0.3414575889430887,96
-0.9339999999999999,7384.828822644347,224.27560381550924,570.1744255626002,0.338105624373252,96
-0.9329999999999999,7448.933309796924,222.0907374370485,565.7163568004172,0.3348118394118289,96
-0.9319999999999999,7511.13932974804,219.94393617727945,561.2799128889087,0.3315754393398149,96
-0.9309999999999999,7571.50015690407,217.8346577261183,556.8678181217838,0.3283956066002115,96
-0.9299999999999999,7630.068113575149,215.76234724900021,552.4825367639153,0.32527150475479805,96
-0.929,7686.894511294009,213.72643977544658,548.1262914054607,0.3222022820850053,96
-0.9279999999999999,7742.029603276212,211.72636236887132,543.8010802150169,0.31918707486299625,96
-0.927,7795.5225468085,209.76153609397585,539.5086931380631,0.31622501031760336,96
-0.9259999999999999,7847.421374459735,207.83137779710873,535.250727088037,0.31331520931830115,96
-0.925,7897.772973107985,205.93530171404447,531.0286001778627,0.31045678879900573,96
-0.9239999999999999,7946.6230698710315,204.07272091869734,526.8435650396397,0.3076488639420761,96
-0.923,7994.01622411243,202.2430486254302,522.6967212797332,0.304890550141604,96
-0.9219999999999999,8039.995824775297,200.44569935674355,518.5890271156146,0.3021809647637579,96
-0.921,8084.6040923681585,198.68008998735007,514.5213102397133,0.2995192287207726,96
-0.9199999999999999,8127.882084994737,196.94564067483884,510.49427795416113,0.29690446787396746,96
-0.919,8169.869707880265,195.24177568643444,506.5085266188555,0.2943358142801237,96
-0.9179999999999999,8210.605725903435,193.56792413063738,502.56455045360394,0.29181240729446484,96
-0.917,8250.12777869369,191.92352060190814,498.66274973346935,0.28933339454254764,96
-0.916,8288.472397900645,190.3080057459237,494.8034384146469,0.2868979327724115,96
-0.915,8325.675026284089,188.7208267523824,490.9868512264814,0.2845051885975041,96
-0.914,8361.770038312066,187.16143778178133,487.2131502634373,0.28215433914006804,96
-0.913,8396.79076198864,185.62930033210026,483.48243110911204,0.27984457258393297,96
-0.912,8430.769501665065,184.12388355085508,479.79472852264365,0.27757508864495056,96
-0.911,8463.73756161591,182.6446644975506,476.1500217162081,0.275345098966654,96
-0.91,8495.725270187833,181.1911283611583,472.5482392506513,0.2731538274481152,96
-0.909,8526.762004351447,179.7627686368708,468.9892635747532,0.2710005105104108,96
-0.908,8556.876214507682,178.35908726603708,465.4729352320809,0.26888439730758,96
-0.907,8586.095449418735,176.97959474286003,461.99905675796776,0.2668047498874769,96
-0.906,8614.446381150314,175.62381019114065,458.5673962877404,0.2647608433074648,96
-0.905,8641.954829927068,174.2912614140794,455.1776908960227,0.2627519657094951,96
-0.904,8668.645788816431,172.98148491988795,451.8296496856748,0.26077741835871726,96
-0.903,8694.543448168106,171.69402592573329,448.52295664373855,0.2588365156494253,96
