照片,DAT,时间/s,X向力/N,Y向力/N,JPG原始路径,DAT原始路径
000003.jpg,000003.jpg.dat,0.0500,0.000000,0.000000,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S18_XY_2\000003.jpg,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S18_XY_2\000003.jpg.dat
000004.jpg,000004.jpg.dat,0.0700,19.040000,19.870000,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S18_XY_2\000004.jpg,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S18_XY_2\000004.jpg.dat
000005.jpg,000005.jpg.dat,0.0900,45.540000,45.370000,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S18_XY_2\000005.jpg,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S18_XY_2\000005.jpg.dat
000006.jpg,000006.jpg.dat,0.1101,73.040000,73.370000,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S18_XY_2\000006.jpg,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S18_XY_2\000006.jpg.dat
000007.jpg,000007.jpg.dat,0.1301,102.040000,102.370000,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S18_XY_2\000007.jpg,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S18_XY_2\000007.jpg.dat
000008.jpg,000008.jpg.dat,0.1501,115.540000,116.870000,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S18_XY_2\000008.jpg,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S18_XY_2\000008.jpg.dat
000009.jpg,000009.jpg.dat,0.1701,146.040000,146.370000,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S18_XY_2\000009.jpg,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S18_XY_2\000009.jpg.dat
000010.jpg,000010.jpg.dat,0.1902,175.540000,176.870000,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S18_XY_2\000010.jpg,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S18_XY_2\000010.jpg.dat
000011.jpg,000011.jpg.dat,0.2102,206.040000,206.370000,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S18_XY_2\000011.jpg,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S18_XY_2\000011.jpg.dat
000012.jpg,000012.jpg.dat,0.2302,236.540000,236.370000,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S18_XY_2\000012.jpg,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S18_XY_2\000012.jpg.dat
000013.jpg,000013.jpg.dat,0.2502,254.380000,254.090000,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S18_XY_2\000013.jpg,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S18_XY_2\000013.jpg.dat
000014.jpg,000014.jpg.dat,0.2703,280.540000,280.870000,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S18_XY_2\000014.jpg,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S18_XY_2\000014.jpg.dat
000015.jpg,000015.jpg.dat,0.2903,312.040000,310.370000,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S18_XY_2\000015.jpg,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S18_XY_2\000015.jpg.dat
000016.jpg,000016.jpg.dat,0.3103,342.040000,340.370000,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S18_XY_2\000016.jpg,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S18_XY_2\000016.jpg.dat
000017.jpg,000017.jpg.dat,0.3303,372.540000,369.870000,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S18_XY_2\000017.jpg,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S18_XY_2\000017.jpg.dat
000018.jpg,000018.jpg.dat,0.3504,402.540000,399.370000,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S18_XY_2\000018.jpg,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S18_XY_2\000018.jpg.dat
000019.jpg,000019.jpg.dat,0.3704,416.540000,413.870000,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S18_XY_2\000019.jpg,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S18_XY_2\000019.jpg.dat
000020.jpg,000020.jpg.dat,0.3904,446.540000,443.370000,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S18_XY_2\000020.jpg,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S18_XY_2\000020.jpg.dat
000021.jpg,000021.jpg.dat,0.4104,476.540000,472.870000,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S18_XY_2\000021.jpg,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S18_XY_2\000021.jpg.dat
