照片,DAT,时间/s,X向力/N,Y向力/N,JPG原始路径,DAT原始路径
000027.jpg,000027.jpg.dat,2.7054,369.680000,371.330000,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S15_XY_0.2\000027.jpg,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S15_XY_0.2\000027.jpg.dat
000028.jpg,000028.jpg.dat,2.8054,383.180000,384.830000,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S15_XY_0.2\000028.jpg,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S15_XY_0.2\000028.jpg.dat
000029.jpg,000029.jpg.dat,2.9054,396.180000,398.330000,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S15_XY_0.2\000029.jpg,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S15_XY_0.2\000029.jpg.dat
000030.jpg,000030.jpg.dat,3.0054,410.180000,412.330000,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S15_XY_0.2\000030.jpg,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S15_XY_0.2\000030.jpg.dat
000031.jpg,000031.jpg.dat,3.1054,426.180000,428.330000,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S15_XY_0.2\000031.jpg,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S15_XY_0.2\000031.jpg.dat
000032.jpg,000032.jpg.dat,3.2054,439.180000,440.330000,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S15_XY_0.2\000032.jpg,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S15_XY_0.2\000032.jpg.dat
000033.jpg,000033.jpg.dat,3.3055,451.680000,454.330000,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S15_XY_0.2\000033.jpg,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S15_XY_0.2\000033.jpg.dat
000034.jpg,000034.jpg.dat,3.4055,465.180000,467.330000,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S15_XY_0.2\000034.jpg,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S15_XY_0.2\000034.jpg.dat
000035.jpg,000035.jpg.dat,3.5055,479.180000,480.330000,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S15_XY_0.2\000035.jpg,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S15_XY_0.2\000035.jpg.dat
000036.jpg,000036.jpg.dat,3.6055,491.680000,493.330000,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S15_XY_0.2\000036.jpg,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S15_XY_0.2\000036.jpg.dat
000037.jpg,000037.jpg.dat,3.7055,504.680000,506.830000,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S15_XY_0.2\000037.jpg,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S15_XY_0.2\000037.jpg.dat
000038.jpg,000038.jpg.dat,3.8055,517.680000,520.330000,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S15_XY_0.2\000038.jpg,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S15_XY_0.2\000038.jpg.dat
000039.jpg,000039.jpg.dat,3.9055,531.680000,532.830000,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S15_XY_0.2\000039.jpg,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S15_XY_0.2\000039.jpg.dat
000040.jpg,000040.jpg.dat,4.0055,544.680000,545.330000,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S15_XY_0.2\000040.jpg,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S15_XY_0.2\000040.jpg.dat
000041.jpg,000041.jpg.dat,4.1056,558.806761,559.456761,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S15_XY_0.2\000041.jpg,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S15_XY_0.2\000041.jpg.dat
000042.jpg,000042.jpg.dat,4.2056,572.680000,574.330000,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S15_XY_0.2\000042.jpg,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S15_XY_0.2\000042.jpg.dat
000043.jpg,000043.jpg.dat,4.3056,586.180000,586.330000,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S15_XY_0.2\000043.jpg,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S15_XY_0.2\000043.jpg.dat
000044.jpg,000044.jpg.dat,4.4056,598.680000,599.330000,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S15_XY_0.2\000044.jpg,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S15_XY_0.2\000044.jpg.dat
000045.jpg,000045.jpg.dat,4.5056,611.180000,612.330000,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S15_XY_0.2\000045.jpg,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S15_XY_0.2\000045.jpg.dat
000046.jpg,000046.jpg.dat,4.6056,624.180000,625.330000,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S15_XY_0.2\000046.jpg,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S15_XY_0.2\000046.jpg.dat
000047.jpg,000047.jpg.dat,4.7056,636.680000,638.330000,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S15_XY_0.2\000047.jpg,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S15_XY_0.2\000047.jpg.dat
000048.jpg,000048.jpg.dat,4.8057,648.680000,650.830000,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S15_XY_0.2\000048.jpg,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S15_XY_0.2\000048.jpg.dat
000049.jpg,000049.jpg.dat,4.9057,661.680000,663.330000,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S15_XY_0.2\000049.jpg,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S15_XY_0.2\000049.jpg.dat
000050.jpg,000050.jpg.dat,5.0057,674.680000,676.330000,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S15_XY_0.2\000050.jpg,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S15_XY_0.2\000050.jpg.dat
000051.jpg,000051.jpg.dat,5.1057,687.180000,689.330000,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S15_XY_0.2\000051.jpg,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S15_XY_0.2\000051.jpg.dat
000052.jpg,000052.jpg.dat,5.2057,701.616620,702.266620,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S15_XY_0.2\000052.jpg,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S15_XY_0.2\000052.jpg.dat
000053.jpg,000053.jpg.dat,5.3057,714.180000,715.330000,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S15_XY_0.2\000053.jpg,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S15_XY_0.2\000053.jpg.dat
000054.jpg,000054.jpg.dat,5.4057,727.180000,728.830000,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S15_XY_0.2\000054.jpg,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S15_XY_0.2\000054.jpg.dat
000055.jpg,000055.jpg.dat,5.5058,739.180000,740.330000,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S15_XY_0.2\000055.jpg,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S15_XY_0.2\000055.jpg.dat
000056.jpg,000056.jpg.dat,5.6058,751.680000,752.830000,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S15_XY_0.2\000056.jpg,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S15_XY_0.2\000056.jpg.dat
000057.jpg,000057.jpg.dat,5.7058,763.680000,765.330000,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S15_XY_0.2\000057.jpg,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S15_XY_0.2\000057.jpg.dat
000058.jpg,000058.jpg.dat,5.8058,775.180000,777.330000,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S15_XY_0.2\000058.jpg,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S15_XY_0.2\000058.jpg.dat
000059.jpg,000059.jpg.dat,5.9058,787.180000,790.330000,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S15_XY_0.2\000059.jpg,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S15_XY_0.2\000059.jpg.dat
000060.jpg,000060.jpg.dat,6.0058,799.180000,802.330000,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S15_XY_0.2\000060.jpg,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S15_XY_0.2\000060.jpg.dat
000061.jpg,000061.jpg.dat,6.1058,811.680000,814.330000,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S15_XY_0.2\000061.jpg,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S15_XY_0.2\000061.jpg.dat
000062.jpg,000062.jpg.dat,6.2059,823.680000,826.330000,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S15_XY_0.2\000062.jpg,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S15_XY_0.2\000062.jpg.dat
000063.jpg,000063.jpg.dat,6.3059,837.863099,839.576479,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S15_XY_0.2\000063.jpg,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S15_XY_0.2\000063.jpg.dat
000064.jpg,000064.jpg.dat,6.4059,850.180000,851.830000,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S15_XY_0.2\000064.jpg,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S15_XY_0.2\000064.jpg.dat
000065.jpg,000065.jpg.dat,6.5059,861.180000,863.830000,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S15_XY_0.2\000065.jpg,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S15_XY_0.2\000065.jpg.dat
000066.jpg,000066.jpg.dat,6.6059,872.180000,875.830000,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S15_XY_0.2\000066.jpg,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S15_XY_0.2\000066.jpg.dat
000067.jpg,000067.jpg.dat,6.7059,884.680000,888.330000,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S15_XY_0.2\000067.jpg,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S15_XY_0.2\000067.jpg.dat
000068.jpg,000068.jpg.dat,6.8059,895.180000,899.330000,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S15_XY_0.2\000068.jpg,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S15_XY_0.2\000068.jpg.dat
000069.jpg,000069.jpg.dat,6.9060,907.180000,910.830000,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S15_XY_0.2\000069.jpg,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S15_XY_0.2\000069.jpg.dat
000070.jpg,000070.jpg.dat,7.0060,918.180000,921.830000,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S15_XY_0.2\000070.jpg,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S15_XY_0.2\000070.jpg.dat
000071.jpg,000071.jpg.dat,7.1060,928.680000,934.330000,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S15_XY_0.2\000071.jpg,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S15_XY_0.2\000071.jpg.dat
000072.jpg,000072.jpg.dat,7.2060,941.180000,946.330000,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S15_XY_0.2\000072.jpg,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S15_XY_0.2\000072.jpg.dat
000073.jpg,000073.jpg.dat,7.3060,952.215211,956.351127,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S15_XY_0.2\000073.jpg,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S15_XY_0.2\000073.jpg.dat
000074.jpg,000074.jpg.dat,7.4060,964.680000,969.830000,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S15_XY_0.2\000074.jpg,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S15_XY_0.2\000074.jpg.dat
000075.jpg,000075.jpg.dat,7.5060,975.680000,981.830000,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S15_XY_0.2\000075.jpg,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S15_XY_0.2\000075.jpg.dat
000076.jpg,000076.jpg.dat,7.6061,986.680000,992.830000,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S15_XY_0.2\000076.jpg,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S15_XY_0.2\000076.jpg.dat
000077.jpg,000077.jpg.dat,7.7061,998.180000,1002.830000,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S15_XY_0.2\000077.jpg,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S15_XY_0.2\000077.jpg.dat
000078.jpg,000078.jpg.dat,7.8061,1008.180000,1014.330000,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S15_XY_0.2\000078.jpg,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S15_XY_0.2\000078.jpg.dat
000079.jpg,000079.jpg.dat,7.9061,1018.680000,1025.830000,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S15_XY_0.2\000079.jpg,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S15_XY_0.2\000079.jpg.dat
000080.jpg,000080.jpg.dat,8.0061,1029.680000,1036.830000,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S15_XY_0.2\000080.jpg,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S15_XY_0.2\000080.jpg.dat
000081.jpg,000081.jpg.dat,8.1061,1040.180000,1047.330000,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S15_XY_0.2\000081.jpg,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S15_XY_0.2\000081.jpg.dat
000082.jpg,000082.jpg.dat,8.2061,1050.680000,1058.330000,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S15_XY_0.2\000082.jpg,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\biaxal\S15_XY_0.2\000082.jpg.dat
