照片,DAT,时间/s,X向力/N,Y向力/N,JPG原始路径,DAT原始路径
000005.jpg,000005.jpg.dat,0.1050,0.000000,0.000000,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\unixal\S20_X_2\000005.jpg,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\unixal\S20_X_2\000005.jpg.dat
000006.jpg,000006.jpg.dat,0.1249,96.650000,0.000000,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\unixal\S20_X_2\000006.jpg,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\unixal\S20_X_2\000006.jpg.dat
000007.jpg,000007.jpg.dat,0.1449,119.650000,0.000000,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\unixal\S20_X_2\000007.jpg,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\unixal\S20_X_2\000007.jpg.dat
000008.jpg,000008.jpg.dat,0.1648,143.150000,0.000000,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\unixal\S20_X_2\000008.jpg,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\unixal\S20_X_2\000008.jpg.dat
000009.jpg,000009.jpg.dat,0.1847,166.650000,0.000000,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\unixal\S20_X_2\000009.jpg,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\unixal\S20_X_2\000009.jpg.dat
000010.jpg,000010.jpg.dat,0.2047,190.150000,0.000000,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\unixal\S20_X_2\000010.jpg,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\unixal\S20_X_2\000010.jpg.dat
000011.jpg,000011.jpg.dat,0.2246,209.504839,0.000000,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\unixal\S20_X_2\000011.jpg,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\unixal\S20_X_2\000011.jpg.dat
000012.jpg,000012.jpg.dat,0.2445,226.150000,0.000000,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\unixal\S20_X_2\000012.jpg,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\unixal\S20_X_2\000012.jpg.dat
000013.jpg,000013.jpg.dat,0.2645,249.650000,0.000000,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\unixal\S20_X_2\000013.jpg,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\unixal\S20_X_2\000013.jpg.dat
000014.jpg,000014.jpg.dat,0.2844,273.650000,0.000000,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\unixal\S20_X_2\000014.jpg,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\unixal\S20_X_2\000014.jpg.dat
000015.jpg,000015.jpg.dat,0.3044,296.650000,0.000000,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\unixal\S20_X_2\000015.jpg,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\unixal\S20_X_2\000015.jpg.dat
000016.jpg,000016.jpg.dat,0.3243,319.150000,0.000000,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\unixal\S20_X_2\000016.jpg,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\unixal\S20_X_2\000016.jpg.dat
000017.jpg,000017.jpg.dat,0.3442,331.650000,0.000000,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\unixal\S20_X_2\000017.jpg,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\unixal\S20_X_2\000017.jpg.dat
000018.jpg,000018.jpg.dat,0.3642,355.150000,0.000000,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\unixal\S20_X_2\000018.jpg,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\unixal\S20_X_2\000018.jpg.dat
000019.jpg,000019.jpg.dat,0.3841,378.650000,0.000000,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\unixal\S20_X_2\000019.jpg,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\unixal\S20_X_2\000019.jpg.dat
000020.jpg,000020.jpg.dat,0.4040,401.650000,0.000000,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\unixal\S20_X_2\000020.jpg,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\unixal\S20_X_2\000020.jpg.dat
000021.jpg,000021.jpg.dat,0.4240,424.150000,0.000000,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\unixal\S20_X_2\000021.jpg,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\unixal\S20_X_2\000021.jpg.dat
000022.jpg,000022.jpg.dat,0.4439,435.150000,0.000000,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\unixal\S20_X_2\000022.jpg,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\unixal\S20_X_2\000022.jpg.dat
000023.jpg,000023.jpg.dat,0.4638,458.650000,0.000000,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\unixal\S20_X_2\000023.jpg,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\unixal\S20_X_2\000023.jpg.dat
000024.jpg,000024.jpg.dat,0.4838,481.650000,0.000000,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\unixal\S20_X_2\000024.jpg,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\unixal\S20_X_2\000024.jpg.dat
000025.jpg,000025.jpg.dat,0.5037,503.650000,0.000000,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\unixal\S20_X_2\000025.jpg,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\unixal\S20_X_2\000025.jpg.dat
000026.jpg,000026.jpg.dat,0.5236,526.150000,0.000000,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\unixal\S20_X_2\000026.jpg,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\unixal\S20_X_2\000026.jpg.dat
000027.jpg,000027.jpg.dat,0.5436,543.537097,0.000000,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\unixal\S20_X_2\000027.jpg,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\unixal\S20_X_2\000027.jpg.dat
000028.jpg,000028.jpg.dat,0.5635,559.150000,0.000000,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\unixal\S20_X_2\000028.jpg,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\unixal\S20_X_2\000028.jpg.dat
000029.jpg,000029.jpg.dat,0.5835,581.650000,0.000000,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\unixal\S20_X_2\000029.jpg,D:\C盘迁移\Desktop\yuan\data\XY\picture-20250529\vertical_all_45°\PAPER\unixal\S20_X_2\000029.jpg.dat
