照片,时间/s,等效塑性应变,等效应力/MPa,Linear模型应力/MPa,Ludwik模型应力/MPa,Swift模型应力/MPa,Voce I（通用）模型应力/MPa,Voce II（通用）模型应力/MPa
000001.jpg,0.102000,0,0.00000000,,,,,
000002.jpg,0.202500,0.0002360067176,0.68445833,,,,,
000003.jpg,0.303000,0.000361024279,1.26298858,,,,,
000004.jpg,0.403500,0.0002663065834,1.81862475,,,,,
000005.jpg,0.504100,0.0003249064442,2.39929017,,,,,
000006.jpg,0.604600,0.000424008354,2.92718624,,,,,
000007.jpg,0.705100,0.0004548917579,3.48146714,,,,,
000008.jpg,0.805600,0.0003658263595,4.04241356,,,,,
000009.jpg,0.906100,0.0003880279543,4.61206485,,,,,
000010.jpg,1.006600,0.0004128857691,5.20535253,,,,,
000011.jpg,1.107200,0.0004140392241,5.74001723,,,,,
000012.jpg,1.207700,0.0002950194457,6.28325002,,,,,
000013.jpg,1.308200,0.0004135040863,6.82056267,,,,,
000014.jpg,1.408700,0.00024537169,7.35664302,,,,,
000015.jpg,1.509200,0.000300430081,7.90110815,,,,,
000016.jpg,1.609700,0.000212303419,8.42743165,,,,,
000017.jpg,1.710300,0.0001699301204,9.07109268,,,,,
000018.jpg,1.810800,0.0002063009256,9.58057314,,,,,
000019.jpg,1.911300,7.473642087e-05,10.10826568,,,,,
000020.jpg,2.011800,0.0001149617257,10.62620824,,,,,
000021.jpg,2.112300,0.0001034257125,11.16089365,,,,,
000022.jpg,2.212800,0.000150025134,11.67045527,,,,,
000023.jpg,2.313300,0.0002113957303,12.19676119,,,,,
000024.jpg,2.413900,0.0002630018243,12.77433025,,,,,
000025.jpg,2.514400,0.0003381599949,13.28709269,,,,,
000026.jpg,2.614900,0.0003604472363,13.83300147,,,,,
000027.jpg,2.715400,0.0004304565314,14.34114149,,,,,
000028.jpg,2.815900,0.0005262192228,14.84094863,,,,,
000029.jpg,2.916400,0.0006065885953,15.34909010,,,,,
000030.jpg,3.017000,0.0008314097941,15.85723673,,,,,
000031.jpg,3.117500,0.0006826990558,16.38777126,,,,,
000032.jpg,3.218000,0.0007263304202,16.92943587,,,,,
000033.jpg,3.318500,0.0008098352452,17.43758037,,,,,
000034.jpg,3.419000,0.0008532670783,17.92905334,,,,,
000035.jpg,3.519500,0.001013325792,18.43870140,39.65520327,29.84776096,29.37619260,20.14763770,19.15159159
000036.jpg,3.620000,0.001167709378,18.94837427,39.67934829,30.42352725,29.99228766,20.93173659,20.07856015
000037.jpg,3.720600,0.001037431683,19.43681119,39.65897334,29.94227967,29.47745393,20.27121186,19.29804478
000038.jpg,3.821100,0.001232383941,19.94010984,39.68946315,30.64599507,30.22986606,21.25510472,20.45924704
000039.jpg,3.921600,0.001288413589,20.47273471,39.69822598,30.83099365,30.42723287,21.53284252,20.78546187
000040.jpg,4.022100,0.001364717955,20.95440430,39.71015969,31.07243972,30.68455406,21.90752236,21.22442878
000041.jpg,4.122600,0.001490470136,21.45422299,39.72982687,31.44684952,31.08299058,22.51616037,21.93475420
000042.jpg,4.223100,0.001530053935,21.94575070,39.73601762,31.55925339,31.20246895,22.70549250,22.15502108
000043.jpg,4.323700,0.001570206213,22.45386493,39.74229729,31.67082253,31.32099726,22.89645248,22.37684414
000044.jpg,4.424200,0.001727173091,22.94540304,39.76684632,32.08536216,31.76085094,23.63254237,23.22870413
000045.jpg,4.524700,0.001796618855,23.43536549,39.77770738,32.25880741,31.94463630,23.95297317,23.59793127
000046.jpg,4.625200,0.001791115627,23.95333787,39.77684670,32.24526851,31.93029556,23.92769651,23.56884091
000047.jpg,4.725700,0.002002033274,24.43501784,39.80983343,32.74102906,32.45483837,24.88237302,24.66329519
000048.jpg,4.826200,0.002125865637,24.91669903,39.82920035,33.01213809,32.74118869,25.42961235,25.28666711
000049.jpg,4.926700,0.002142886266,25.38851244,39.83186231,33.04836613,32.77942702,25.50407553,25.37126231
000050.jpg,5.027300,0.002348695238,25.86862329,39.86405006,33.46846316,33.22238512,26.39027212,26.37381229
000051.jpg,5.127800,0.002369506584,26.32386100,39.86730488,33.50921448,33.26531028,26.47844134,26.47312755
000052.jpg,5.228300,0.002475744184,26.80714213,39.88392004,33.71270989,33.47954612,26.92446301,26.97432763
000053.jpg,5.328800,0.00256048263,27.33300574,39.89717282,33.86987086,33.64487173,27.27540028,27.36725471
000054.jpg,5.429300,0.002628306305,27.83321697,39.90778019,33.99256757,33.77386423,27.55324004,27.67744021
000055.jpg,5.529800,0.002773963337,28.26873140,39.93056041,34.24739917,34.04155356,28.14089855,28.33087357
000056.jpg,5.630400,0.002852521234,28.74214959,39.94284657,34.38024135,34.18098242,28.45280120,28.67621660
000057.jpg,5.730900,0.003111801072,29.19420994,39.98339696,34.79807169,34.61901717,29.45773001,29.78184618
000058.jpg,5.831400,0.003140311951,29.65617361,39.98785596,34.84222680,34.66526230,29.56597820,29.90029272
000059.jpg,5.931900,0.003155433485,30.11141188,39.99022091,34.86551026,34.68964441,29.62321185,29.96286701
000060.jpg,6.032400,0.003319031312,30.59791120,40.01580700,35.11164284,34.94724578,30.23457069,30.62903585
000061.jpg,6.132900,0.003507367821,31.06490795,40.04526213,35.38277680,35.23070863,30.92090176,31.37196517
000062.jpg,6.233500,0.003578708424,31.51029269,40.05641953,35.48231778,35.33469632,31.17609271,31.64685134
000063.jpg,6.334000,0.003602834433,31.98055778,40.06019275,35.51560654,35.36946267,31.26180624,31.73901452
000064.jpg,6.434500,0.003792999107,32.40934797,40.08993379,35.77168502,35.63674952,31.92716535,32.45158202
000065.jpg,6.535000,0.004023676661,32.85316721,40.12601090,36.06833440,35.94603544,32.71037229,33.28377888
000066.jpg,6.635500,0.004093485137,33.28869900,40.13692868,36.15531189,36.03664779,32.94234425,33.52887339
000067.jpg,6.736000,0.004159413861,33.73367723,40.14723969,36.23632784,36.12102101,33.15930893,33.75753105
000068.jpg,6.836500,0.004272936392,34.19455212,40.16499419,36.37335485,36.26366411,33.52814220,34.14494389
000069.jpg,6.937100,0.004364048285,34.62177290,40.17924375,36.48115363,36.37582630,33.81986496,34.45019412
