样本末帧,E/MPa,虚功均方根残差/N,样本点数,Y/MPa,H/MPa,拟合均方根残差/MPa
000005.jpg,5111.760410370426,74.69421308212978,4,,,
000006.jpg,5034.216936109915,61.26216152311981,6,,,
000007.jpg,4997.673917987656,53.21692663145607,8,,,
000009.jpg,,,2,26.621997234403633,12829.423586104715,0.0
000010.jpg,,,3,31.337116060289567,9554.60972109595,0.9090248844642029
000011.jpg,,,4,40.320889833349696,4539.898346669754,3.094976354262526
