照片,时间/s,等效塑性应变,等效应力/MPa,Linear模型应力/MPa,Ludwik模型应力/MPa,Swift模型应力/MPa,Voce I（通用）模型应力/MPa,Voce II（通用）模型应力/MPa
000003.jpg,0.050000,0,0.00000000,,,,,
000004.jpg,0.070300,0.0007276341018,10.41748880,,,,,
000005.jpg,0.090500,0.0006979356394,15.02714111,,,,,
000006.jpg,0.110800,0.0006551593913,24.19895164,,,,,
000007.jpg,0.131100,0.0009342587017,33.40964852,,,,,
000008.jpg,0.151400,0.001207369494,42.11185190,,,,,
000009.jpg,0.171600,0.001829994441,50.09977107,,,,,
000010.jpg,0.191900,0.002747494494,57.07178979,,,,,
000011.jpg,0.212200,0.004853391186,60.29671842,,,,,
000012.jpg,0.232500,0.008761870175,57.91574533,,,,,
000013.jpg,0.252700,0.01835199989,32.98632638,,,,,
000014.jpg,0.273000,0.02907194043,6.38346521,,,,,
