照片,时间/s,X向力/N,Y向力/N
000010.jpg,0.0500,0.000000,0.000000
000011.jpg,0.0551,78.950000,0.000000
000012.jpg,0.0601,86.892857,0.000000
000013.jpg,0.0652,148.450000,0.000000
000014.jpg,0.0702,148.450000,0.000000
000015.jpg,0.0753,237.450000,0.000000
000016.jpg,0.0803,237.450000,0.000000
000017.jpg,0.0854,331.950000,0.000000
000018.jpg,0.0905,331.950000,0.000000
000019.jpg,0.0955,425.950000,0.000000
000020.jpg,0.1006,425.950000,0.000000
000021.jpg,0.1056,519.950000,0.000000
000022.jpg,0.1107,519.950000,0.000000
000023.jpg,0.1157,584.207143,0.000000
000024.jpg,0.1208,606.450000,0.000000
000025.jpg,0.1259,606.450000,0.000000
000026.jpg,0.1309,690.950000,0.000000
000027.jpg,0.1360,690.950000,0.000000
000028.jpg,0.1410,768.950000,0.000000
000029.jpg,0.1461,768.950000,0.000000
000030.jpg,0.1511,842.450000,0.000000
000031.jpg,0.1562,842.450000,0.000000
000032.jpg,0.1613,909.450000,0.000000
000033.jpg,0.1663,909.450000,0.000000
000034.jpg,0.1714,928.950000,0.000000
000035.jpg,0.1764,928.950000,0.000000
000036.jpg,0.1815,882.807143,0.000000
000037.jpg,0.1865,833.950000,0.000000
000038.jpg,0.1916,833.950000,0.000000
000039.jpg,0.1967,648.950000,0.000000
000040.jpg,0.2017,648.950000,0.000000
000041.jpg,0.2068,416.950000,0.000000
000042.jpg,0.2118,416.950000,0.000000
000043.jpg,0.2169,195.950000,0.000000
000044.jpg,0.2219,195.950000,0.000000
000045.jpg,0.2270,51.450000,0.000000
