照片,时间/s,X向力/N,Y向力/N,DIC导出文件,DIC数据来源,合并文件,点数,DAT原始点数,排除无效点数,状态
000672.jpg,67.3959,0.000000,1473.300000,D:\2026.9.21_finally\_matchid_export\S22_Y_0.2\000672.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S22_Y_0.2\merged\000672_DIC全场—力.csv,6164,6166,2,READY
000680.jpg,68.1987,0.000000,1475.300000,D:\2026.9.21_finally\_matchid_export\S22_Y_0.2\000680.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S22_Y_0.2\merged\000680_DIC全场—力.csv,6165,6167,2,READY
000688.jpg,69.0015,0.000000,1477.300000,D:\2026.9.21_finally\_matchid_export\S22_Y_0.2\000688.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S22_Y_0.2\merged\000688_DIC全场—力.csv,6166,6168,2,READY
000696.jpg,69.8044,0.000000,1479.300000,D:\2026.9.21_finally\_matchid_export\S22_Y_0.2\000696.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S22_Y_0.2\merged\000696_DIC全场—力.csv,6164,6166,2,READY
000704.jpg,70.6072,0.000000,1480.300000,D:\2026.9.21_finally\_matchid_export\S22_Y_0.2\000704.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S22_Y_0.2\merged\000704_DIC全场—力.csv,6162,6164,2,READY
000712.jpg,71.4100,0.000000,1481.300000,D:\2026.9.21_finally\_matchid_export\S22_Y_0.2\000712.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S22_Y_0.2\merged\000712_DIC全场—力.csv,6166,6168,2,READY
000720.jpg,72.2128,0.000000,1482.800000,D:\2026.9.21_finally\_matchid_export\S22_Y_0.2\000720.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S22_Y_0.2\merged\000720_DIC全场—力.csv,6166,6168,2,READY
000728.jpg,73.0157,0.000000,1483.800000,D:\2026.9.21_finally\_matchid_export\S22_Y_0.2\000728.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S22_Y_0.2\merged\000728_DIC全场—力.csv,6166,6168,2,READY
000736.jpg,73.8185,0.000000,1484.800000,D:\2026.9.21_finally\_matchid_export\S22_Y_0.2\000736.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S22_Y_0.2\merged\000736_DIC全场—力.csv,6164,6166,2,READY
000744.jpg,74.6213,0.000000,1486.300000,D:\2026.9.21_finally\_matchid_export\S22_Y_0.2\000744.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S22_Y_0.2\merged\000744_DIC全场—力.csv,6166,6168,2,READY
000752.jpg,75.4242,0.000000,1487.300000,D:\2026.9.21_finally\_matchid_export\S22_Y_0.2\000752.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S22_Y_0.2\merged\000752_DIC全场—力.csv,6165,6167,2,READY
000760.jpg,76.2270,0.000000,1488.300000,D:\2026.9.21_finally\_matchid_export\S22_Y_0.2\000760.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S22_Y_0.2\merged\000760_DIC全场—力.csv,6162,6164,2,READY
000768.jpg,77.0298,0.000000,1490.300000,D:\2026.9.21_finally\_matchid_export\S22_Y_0.2\000768.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S22_Y_0.2\merged\000768_DIC全场—力.csv,6165,6167,2,READY
000776.jpg,77.8326,0.000000,1491.800000,D:\2026.9.21_finally\_matchid_export\S22_Y_0.2\000776.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S22_Y_0.2\merged\000776_DIC全场—力.csv,6166,6168,2,READY
000784.jpg,78.6355,0.000000,1493.300000,D:\2026.9.21_finally\_matchid_export\S22_Y_0.2\000784.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S22_Y_0.2\merged\000784_DIC全场—力.csv,6163,6165,2,READY
000792.jpg,79.4383,0.000000,1494.300000,D:\2026.9.21_finally\_matchid_export\S22_Y_0.2\000792.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S22_Y_0.2\merged\000792_DIC全场—力.csv,6164,6166,2,READY
000800.jpg,80.2411,0.000000,1495.800000,D:\2026.9.21_finally\_matchid_export\S22_Y_0.2\000800.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S22_Y_0.2\merged\000800_DIC全场—力.csv,6163,6165,2,READY
000808.jpg,81.0439,0.000000,1495.800000,D:\2026.9.21_finally\_matchid_export\S22_Y_0.2\000808.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S22_Y_0.2\merged\000808_DIC全场—力.csv,6161,6163,2,READY
000816.jpg,81.8468,0.000000,1496.300000,D:\2026.9.21_finally\_matchid_export\S22_Y_0.2\000816.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S22_Y_0.2\merged\000816_DIC全场—力.csv,6163,6165,2,READY
000824.jpg,82.6496,0.000000,1497.800000,D:\2026.9.21_finally\_matchid_export\S22_Y_0.2\000824.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S22_Y_0.2\merged\000824_DIC全场—力.csv,6164,6166,2,READY
000832.jpg,83.4524,0.000000,1498.300000,D:\2026.9.21_finally\_matchid_export\S22_Y_0.2\000832.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S22_Y_0.2\merged\000832_DIC全场—力.csv,6158,6160,2,READY
000840.jpg,84.2553,0.000000,1499.300000,D:\2026.9.21_finally\_matchid_export\S22_Y_0.2\000840.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S22_Y_0.2\merged\000840_DIC全场—力.csv,6162,6164,2,READY
000848.jpg,85.0581,0.000000,1500.300000,D:\2026.9.21_finally\_matchid_export\S22_Y_0.2\000848.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S22_Y_0.2\merged\000848_DIC全场—力.csv,6162,6164,2,READY
000856.jpg,85.8609,0.000000,1501.300000,D:\2026.9.21_finally\_matchid_export\S22_Y_0.2\000856.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S22_Y_0.2\merged\000856_DIC全场—力.csv,6163,6165,2,READY
000864.jpg,86.6637,0.000000,1500.800000,D:\2026.9.21_finally\_matchid_export\S22_Y_0.2\000864.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S22_Y_0.2\merged\000864_DIC全场—力.csv,6160,6162,2,READY
000872.jpg,87.4666,0.000000,1501.300000,D:\2026.9.21_finally\_matchid_export\S22_Y_0.2\000872.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S22_Y_0.2\merged\000872_DIC全场—力.csv,6163,6165,2,READY
000880.jpg,88.2694,0.000000,1501.800000,D:\2026.9.21_finally\_matchid_export\S22_Y_0.2\000880.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S22_Y_0.2\merged\000880_DIC全场—力.csv,6162,6164,2,READY
000888.jpg,89.0722,0.000000,1502.300000,D:\2026.9.21_finally\_matchid_export\S22_Y_0.2\000888.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S22_Y_0.2\merged\000888_DIC全场—力.csv,6162,6164,2,READY
000896.jpg,89.8751,0.000000,1503.300000,D:\2026.9.21_finally\_matchid_export\S22_Y_0.2\000896.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S22_Y_0.2\merged\000896_DIC全场—力.csv,6158,6160,2,READY
000904.jpg,90.6779,0.000000,1503.800000,D:\2026.9.21_finally\_matchid_export\S22_Y_0.2\000904.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S22_Y_0.2\merged\000904_DIC全场—力.csv,6158,6160,2,READY
000912.jpg,91.4807,0.000000,1503.800000,D:\2026.9.21_finally\_matchid_export\S22_Y_0.2\000912.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S22_Y_0.2\merged\000912_DIC全场—力.csv,6163,6165,2,READY
000920.jpg,92.2835,0.000000,1504.800000,D:\2026.9.21_finally\_matchid_export\S22_Y_0.2\000920.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S22_Y_0.2\merged\000920_DIC全场—力.csv,6157,6159,2,READY
000928.jpg,93.0864,0.000000,1505.300000,D:\2026.9.21_finally\_matchid_export\S22_Y_0.2\000928.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S22_Y_0.2\merged\000928_DIC全场—力.csv,6159,6161,2,READY
000936.jpg,93.8892,0.000000,1506.300000,D:\2026.9.21_finally\_matchid_export\S22_Y_0.2\000936.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S22_Y_0.2\merged\000936_DIC全场—力.csv,6162,6164,2,READY
000944.jpg,94.6920,0.000000,1507.300000,D:\2026.9.21_finally\_matchid_export\S22_Y_0.2\000944.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S22_Y_0.2\merged\000944_DIC全场—力.csv,6156,6158,2,READY
000952.jpg,95.4949,0.000000,1507.300000,D:\2026.9.21_finally\_matchid_export\S22_Y_0.2\000952.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S22_Y_0.2\merged\000952_DIC全场—力.csv,6158,6160,2,READY
000960.jpg,96.2977,0.000000,1507.300000,D:\2026.9.21_finally\_matchid_export\S22_Y_0.2\000960.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S22_Y_0.2\merged\000960_DIC全场—力.csv,6159,6161,2,READY
000968.jpg,97.1005,0.000000,1507.300000,D:\2026.9.21_finally\_matchid_export\S22_Y_0.2\000968.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S22_Y_0.2\merged\000968_DIC全场—力.csv,6164,6166,2,READY
000976.jpg,97.9033,0.000000,1507.800000,D:\2026.9.21_finally\_matchid_export\S22_Y_0.2\000976.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S22_Y_0.2\merged\000976_DIC全场—力.csv,6162,6164,2,READY
000984.jpg,98.7062,0.000000,1507.800000,D:\2026.9.21_finally\_matchid_export\S22_Y_0.2\000984.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S22_Y_0.2\merged\000984_DIC全场—力.csv,6157,6159,2,READY
000992.jpg,99.5090,0.000000,1508.300000,D:\2026.9.21_finally\_matchid_export\S22_Y_0.2\000992.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S22_Y_0.2\merged\000992_DIC全场—力.csv,6156,6158,2,READY
001000.jpg,100.3118,0.000000,1508.800000,D:\2026.9.21_finally\_matchid_export\S22_Y_0.2\001000.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S22_Y_0.2\merged\001000_DIC全场—力.csv,6154,6156,2,READY
001008.jpg,101.1147,0.000000,1509.300000,D:\2026.9.21_finally\_matchid_export\S22_Y_0.2\001008.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S22_Y_0.2\merged\001008_DIC全场—力.csv,6156,6158,2,READY
001016.jpg,101.9175,0.000000,1509.300000,D:\2026.9.21_finally\_matchid_export\S22_Y_0.2\001016.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S22_Y_0.2\merged\001016_DIC全场—力.csv,6155,6157,2,READY
001024.jpg,102.7203,0.000000,1510.300000,D:\2026.9.21_finally\_matchid_export\S22_Y_0.2\001024.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S22_Y_0.2\merged\001024_DIC全场—力.csv,6157,6159,2,READY
001032.jpg,103.5231,0.000000,1510.300000,D:\2026.9.21_finally\_matchid_export\S22_Y_0.2\001032.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S22_Y_0.2\merged\001032_DIC全场—力.csv,6154,6156,2,READY
001040.jpg,104.3260,0.000000,1510.300000,D:\2026.9.21_finally\_matchid_export\S22_Y_0.2\001040.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S22_Y_0.2\merged\001040_DIC全场—力.csv,6155,6157,2,READY
001048.jpg,105.1288,0.000000,1509.800000,D:\2026.9.21_finally\_matchid_export\S22_Y_0.2\001048.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S22_Y_0.2\merged\001048_DIC全场—力.csv,6157,6159,2,READY
001056.jpg,105.9316,0.000000,1509.673737,D:\2026.9.21_finally\_matchid_export\S22_Y_0.2\001056.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S22_Y_0.2\merged\001056_DIC全场—力.csv,6159,6161,2,READY
001064.jpg,106.7345,0.000000,1510.300000,D:\2026.9.21_finally\_matchid_export\S22_Y_0.2\001064.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S22_Y_0.2\merged\001064_DIC全场—力.csv,6155,6157,2,READY
001072.jpg,107.5373,0.000000,1510.300000,D:\2026.9.21_finally\_matchid_export\S22_Y_0.2\001072.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S22_Y_0.2\merged\001072_DIC全场—力.csv,6156,6158,2,READY
001080.jpg,108.3401,0.000000,1510.300000,D:\2026.9.21_finally\_matchid_export\S22_Y_0.2\001080.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S22_Y_0.2\merged\001080_DIC全场—力.csv,6155,6157,2,READY
001088.jpg,109.1429,0.000000,1509.800000,D:\2026.9.21_finally\_matchid_export\S22_Y_0.2\001088.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S22_Y_0.2\merged\001088_DIC全场—力.csv,6154,6156,2,READY
001096.jpg,109.9458,0.000000,1510.300000,D:\2026.9.21_finally\_matchid_export\S22_Y_0.2\001096.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S22_Y_0.2\merged\001096_DIC全场—力.csv,6155,6157,2,READY
001104.jpg,110.7486,0.000000,1510.300000,D:\2026.9.21_finally\_matchid_export\S22_Y_0.2\001104.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S22_Y_0.2\merged\001104_DIC全场—力.csv,6151,6153,2,READY
001112.jpg,111.5514,0.000000,1510.300000,D:\2026.9.21_finally\_matchid_export\S22_Y_0.2\001112.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S22_Y_0.2\merged\001112_DIC全场—力.csv,6154,6156,2,READY
001120.jpg,112.3543,0.000000,1510.300000,D:\2026.9.21_finally\_matchid_export\S22_Y_0.2\001120.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S22_Y_0.2\merged\001120_DIC全场—力.csv,6147,6149,2,READY
001128.jpg,113.1571,0.000000,1509.300000,D:\2026.9.21_finally\_matchid_export\S22_Y_0.2\001128.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S22_Y_0.2\merged\001128_DIC全场—力.csv,6147,6149,2,READY
001136.jpg,113.9599,0.000000,1509.800000,D:\2026.9.21_finally\_matchid_export\S22_Y_0.2\001136.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S22_Y_0.2\merged\001136_DIC全场—力.csv,6153,6155,2,READY
001144.jpg,114.7627,0.000000,1510.300000,D:\2026.9.21_finally\_matchid_export\S22_Y_0.2\001144.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S22_Y_0.2\merged\001144_DIC全场—力.csv,6154,6156,2,READY
001152.jpg,115.5656,0.000000,1509.800000,D:\2026.9.21_finally\_matchid_export\S22_Y_0.2\001152.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S22_Y_0.2\merged\001152_DIC全场—力.csv,6151,6153,2,READY
001160.jpg,116.3684,0.000000,1509.800000,D:\2026.9.21_finally\_matchid_export\S22_Y_0.2\001160.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S22_Y_0.2\merged\001160_DIC全场—力.csv,6146,6148,2,READY
001168.jpg,117.1712,0.000000,1509.800000,D:\2026.9.21_finally\_matchid_export\S22_Y_0.2\001168.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S22_Y_0.2\merged\001168_DIC全场—力.csv,6144,6146,2,READY
001176.jpg,117.9741,0.000000,1509.300000,D:\2026.9.21_finally\_matchid_export\S22_Y_0.2\001176.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S22_Y_0.2\merged\001176_DIC全场—力.csv,6142,6144,2,READY
001184.jpg,118.7769,0.000000,1509.300000,D:\2026.9.21_finally\_matchid_export\S22_Y_0.2\001184.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S22_Y_0.2\merged\001184_DIC全场—力.csv,6141,6143,2,READY
001192.jpg,119.5797,0.000000,1509.800000,D:\2026.9.21_finally\_matchid_export\S22_Y_0.2\001192.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S22_Y_0.2\merged\001192_DIC全场—力.csv,6130,6132,2,READY
001200.jpg,120.3825,0.000000,1509.800000,D:\2026.9.21_finally\_matchid_export\S22_Y_0.2\001200.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S22_Y_0.2\merged\001200_DIC全场—力.csv,6139,6141,2,READY
001208.jpg,121.1854,0.000000,1508.800000,D:\2026.9.21_finally\_matchid_export\S22_Y_0.2\001208.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S22_Y_0.2\merged\001208_DIC全场—力.csv,6133,6135,2,READY
001216.jpg,121.9882,0.000000,1509.300000,D:\2026.9.21_finally\_matchid_export\S22_Y_0.2\001216.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S22_Y_0.2\merged\001216_DIC全场—力.csv,6122,6124,2,READY
001224.jpg,122.7910,0.000000,1508.800000,D:\2026.9.21_finally\_matchid_export\S22_Y_0.2\001224.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S22_Y_0.2\merged\001224_DIC全场—力.csv,6138,6140,2,READY
001232.jpg,123.5938,0.000000,1509.300000,D:\2026.9.21_finally\_matchid_export\S22_Y_0.2\001232.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S22_Y_0.2\merged\001232_DIC全场—力.csv,6132,6134,2,READY
001240.jpg,124.3967,0.000000,1508.800000,D:\2026.9.21_finally\_matchid_export\S22_Y_0.2\001240.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S22_Y_0.2\merged\001240_DIC全场—力.csv,6133,6135,2,READY
001248.jpg,125.1995,0.000000,1508.300000,D:\2026.9.21_finally\_matchid_export\S22_Y_0.2\001248.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S22_Y_0.2\merged\001248_DIC全场—力.csv,6120,6122,2,READY
001256.jpg,126.0023,0.000000,1507.300000,D:\2026.9.21_finally\_matchid_export\S22_Y_0.2\001256.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S22_Y_0.2\merged\001256_DIC全场—力.csv,6120,6122,2,READY
001264.jpg,126.8052,0.000000,1507.300000,D:\2026.9.21_finally\_matchid_export\S22_Y_0.2\001264.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S22_Y_0.2\merged\001264_DIC全场—力.csv,6107,6109,2,READY
001272.jpg,127.6080,0.000000,1506.300000,D:\2026.9.21_finally\_matchid_export\S22_Y_0.2\001272.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S22_Y_0.2\merged\001272_DIC全场—力.csv,6113,6115,2,READY
001280.jpg,128.4108,0.000000,1505.800000,D:\2026.9.21_finally\_matchid_export\S22_Y_0.2\001280.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S22_Y_0.2\merged\001280_DIC全场—力.csv,6117,6119,2,READY
001288.jpg,129.2136,0.000000,1504.800000,D:\2026.9.21_finally\_matchid_export\S22_Y_0.2\001288.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S22_Y_0.2\merged\001288_DIC全场—力.csv,6105,6107,2,READY
001296.jpg,130.0165,0.000000,1504.300000,D:\2026.9.21_finally\_matchid_export\S22_Y_0.2\001296.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S22_Y_0.2\merged\001296_DIC全场—力.csv,6115,6117,2,READY
001304.jpg,130.8193,0.000000,1503.300000,D:\2026.9.21_finally\_matchid_export\S22_Y_0.2\001304.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S22_Y_0.2\merged\001304_DIC全场—力.csv,6102,6104,2,READY
001312.jpg,131.6221,0.000000,1503.300000,D:\2026.9.21_finally\_matchid_export\S22_Y_0.2\001312.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S22_Y_0.2\merged\001312_DIC全场—力.csv,6107,6109,2,READY
001320.jpg,132.4250,0.000000,1502.300000,D:\2026.9.21_finally\_matchid_export\S22_Y_0.2\001320.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S22_Y_0.2\merged\001320_DIC全场—力.csv,6093,6095,2,READY
001328.jpg,133.2278,0.000000,1502.300000,D:\2026.9.21_finally\_matchid_export\S22_Y_0.2\001328.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S22_Y_0.2\merged\001328_DIC全场—力.csv,6099,6101,2,READY
001336.jpg,134.0306,0.000000,1501.300000,D:\2026.9.21_finally\_matchid_export\S22_Y_0.2\001336.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S22_Y_0.2\merged\001336_DIC全场—力.csv,6099,6101,2,READY
001344.jpg,134.8334,0.000000,1501.300000,D:\2026.9.21_finally\_matchid_export\S22_Y_0.2\001344.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S22_Y_0.2\merged\001344_DIC全场—力.csv,6091,6093,2,READY
001352.jpg,135.6363,0.000000,1500.300000,D:\2026.9.21_finally\_matchid_export\S22_Y_0.2\001352.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S22_Y_0.2\merged\001352_DIC全场—力.csv,6081,6083,2,READY
001360.jpg,136.4391,0.000000,1499.300000,D:\2026.9.21_finally\_matchid_export\S22_Y_0.2\001360.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S22_Y_0.2\merged\001360_DIC全场—力.csv,6084,6086,2,READY
001368.jpg,137.2419,0.000000,1498.800000,D:\2026.9.21_finally\_matchid_export\S22_Y_0.2\001368.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S22_Y_0.2\merged\001368_DIC全场—力.csv,6085,6087,2,READY
001376.jpg,138.0448,0.000000,1498.300000,D:\2026.9.21_finally\_matchid_export\S22_Y_0.2\001376.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S22_Y_0.2\merged\001376_DIC全场—力.csv,6083,6085,2,READY
001384.jpg,138.8476,0.000000,1497.800000,D:\2026.9.21_finally\_matchid_export\S22_Y_0.2\001384.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S22_Y_0.2\merged\001384_DIC全场—力.csv,6076,6078,2,READY
